NbElts_1,L_tot_1,rho_1,h_1,b_1,S_1,I_1,L_1,E_1,Mat_1,nu_1,NbElts_2,L_tot_2,rho_2,h_2,b_2,S_2,I_2,L_2,E_2,Mat_2,nu_2
44,0.47158785856130847,2400,0.022213744234247747,0.004886149796156105,0.00010853968186203348,4.463246083512106e-09,0.010717905876393374,30000000000.0,Beton,0.3,44,0.8104132252510886,2400,0.05565798851319499,0.05673821200480153,0.003157934752022466,8.152239313617092e-07,0.018418482392070196,30000000000.0,Beton,0.3
34,0.33155109008258776,8900,0.0313627581178865,0.008363261211077232,0.00026229493843971775,2.149993570544636e-08,0.009751502649487875,124000000000.0,Cuivre,0.3,34,0.1863563827986371,7800,0.007206826948111852,0.017215847307932193,0.0001240716323133846,5.370063701951298e-10,0.0054810700823128555,203000000000.0,Acier inoxydable,0.3
47,0.3330201300497205,2500,0.024616486907388553,0.01992505892794277,0.0004904849522286486,2.4768322229045134e-08,0.007085534681908946,69000000000.0,Verre,0.3,47,0.3781669903691971,7800,0.0078029688626198145,0.02741571653700309,0.00021392398248464624,1.0854203925165157e-09,0.008046106178068023,203000000000.0,Acier inoxydable,0.3
31,0.1836374957576524,2700,0.016884000999170694,0.005671533878654635,9.575818367403529e-05,2.2748113798655123e-09,0.005923790185730722,69000000000.0,Aluminium,0.3,31,0.8303680042184969,7800,0.043838662013714585,0.03362461389040319,0.0014740580836830382,2.36073876844014e-07,0.026786064652209576,203000000000.0,Acier inoxydable,0.3
32,0.42289596493876225,7800,0.03000803134267707,0.014965092007300855,0.0004490729500011302,3.369850695768644e-08,0.01321549890433632,203000000000.0,Acier inoxydable,0.3,32,0.771811428987359,2500,0.00893854874972759,0.009149722234776605,8.178523824201716e-05,5.445373872520601e-10,0.02411910715585497,69000000000.0,Verre,0.3
14,0.9768960777581306,2400,0.06239701601596955,0.08967798451588893,0.005595638636117791,1.8154991769177043e-06,0.0697782912684379,30000000000.0,Beton,0.3,14,0.9103408154624971,2400,0.045500844059270025,0.0781849463870614,0.0035574810533400684,6.137623667645088e-07,0.06502434396160693,30000000000.0,Beton,0.3
19,0.7659804769021358,8900,0.05366036331016552,0.05583144861173966,0.0029959358166387865,7.188834351320116e-07,0.04031476194221767,124000000000.0,Cuivre,0.3,19,0.438813457290711,2500,0.027982168466004296,0.0239517678002288,0.0006702224016446194,4.3732109563124526e-08,0.023095445120563735,69000000000.0,Verre,0.3
35,0.5513996028086507,4510,0.021965388167717204,0.03368894089597574,0.0007399906637393897,2.975245172519559e-08,0.01575427436596145,114000000000.0,Titane,0.3,35,0.9792749237944608,2700,0.07798227187604506,0.02667263281403011,0.0020799925037536166,1.0540768871350786e-06,0.027979283536984593,69000000000.0,Aluminium,0.3
13,0.9321748305060921,2700,0.09287517823784601,0.021411395272856158,0.001988587152287489,1.4294293781740103e-06,0.07170575619277632,69000000000.0,Aluminium,0.3,13,0.8142852118684869,2500,0.057372849167871894,0.06884242487342546,0.003949686058613591,1.083413309354218e-06,0.06263732398988361,69000000000.0,Verre,0.3
12,0.1667791997813423,7800,0.008091240825853241,0.01499937919121751,0.0001213635892744327,6.621210898092486e-10,0.013898266648445193,203000000000.0,Acier inoxydable,0.3,12,0.38610171009474015,2500,0.004301269976547738,0.032484087616532584,0.0001397228307805378,2.1541678258832819e-10,0.032175142507895015,69000000000.0,Verre,0.3
13,0.5391785325427546,7800,0.006357964668622768,0.038124177822882035,0.00024239217561817567,8.165326799463674e-10,0.041475271734058045,203000000000.0,Acier inoxydable,0.3,13,0.8466398262951375,7800,0.018520708886691266,0.010803086629235745,0.00020008082253778205,5.719254584157252e-09,0.06512614048424134,203000000000.0,Acier inoxydable,0.3
43,0.5606736601359404,2500,0.051980893444131676,0.02549221395654321,0.0013251080573300788,2.983716310539752e-07,0.013038922328742802,69000000000.0,Verre,0.3,43,0.10248698051257724,7850,0.006690213193901074,0.006058772950210555,4.053448273034959e-05,1.5119008253136548e-10,0.0023834181514552845,210000000000.0,Acier de construction,0.3
19,0.8801986234321973,4510,0.027602581073956623,0.07560468500111928,0.0020868844473143472,1.3250020332832175e-07,0.0463262433385367,114000000000.0,Titane,0.3,19,0.7249819381567634,7800,0.05407953535174002,0.021739906173622092,0.001175684024459907,2.865334136944471e-07,0.03815694411351386,203000000000.0,Acier inoxydable,0.3
36,0.2421487116792935,4510,0.02153442873865379,0.017579472495295703,0.0003785638977130696,1.4629337498039688e-08,0.006726353102202597,114000000000.0,Titane,0.3,36,0.2086434948603692,2400,0.018326215617903388,0.020379710122425655,0.0003734829619339408,1.0452859964321901e-08,0.005795652635010255,30000000000.0,Beton,0.3
42,0.813082910695695,4510,0.026961724924590764,0.03517585778906317,0.0009484018016952446,5.7452174558417554e-08,0.019359116921326074,114000000000.0,Titane,0.3,42,0.7890408772525942,2400,0.06825916617250485,0.013329232026199341,0.0009098422638282144,3.5327004877150323e-07,0.018786687553633195,30000000000.0,Beton,0.3
47,0.8707461120580653,2400,0.024230099084319386,0.08326291724944872,0.0020174687350036284,9.87042714535823e-08,0.01852651302251203,30000000000.0,Beton,0.3,47,0.22614923629166594,2700,0.016127858021165092,0.00547329137164777,8.827246615040317e-05,1.9133631129180758e-09,0.0048116858785460835,69000000000.0,Aluminium,0.3
27,0.4687411891760571,2700,0.0303398311473248,0.02589814427819553,0.0007857453244295083,6.027356483797388e-08,0.01736078478429841,69000000000.0,Aluminium,0.3,27,0.1406440674058238,8900,0.013557755967850901,0.0048489678525992785,6.574112284149504e-05,1.007004697726693e-09,0.00520903953354903,124000000000.0,Cuivre,0.3
27,0.5192604298842841,2400,0.01508028843761548,0.008800384251583221,0.0001327123328757238,2.5150656972877467e-09,0.019231867773492003,30000000000.0,Beton,0.3,27,0.4901436448730794,8900,0.02762157380719469,0.02800416612504947,0.0007735191415319953,4.917978876895696e-08,0.018153468328632568,124000000000.0,Cuivre,0.3
37,0.1146590551308409,2400,0.003073304341622532,0.001564717419933867,4.80885284009516e-06,3.7850479006206366e-12,0.003098893381914619,30000000000.0,Beton,0.3,37,0.38806711718454634,4510,0.03599774630023907,0.01765415730330922,0.000635509875749038,6.862647335915399e-08,0.010488300464447198,114000000000.0,Titane,0.3
47,0.9853916855578925,7800,0.09393334225293626,0.09846266061445727,0.009248926798632522,6.800637826242204e-06,0.020965780543784947,203000000000.0,Acier inoxydable,0.3,47,0.3100658921257219,7850,0.015929222396206977,0.018965228862630648,0.0003021013483478071,6.387936186599973e-09,0.006597146640972806,210000000000.0,Acier de construction,0.3
50,0.7064627712575524,4510,0.022756448434416682,0.05280118225187522,0.0012015673811910357,5.185323434052695e-08,0.014129255425151048,114000000000.0,Titane,0.3,50,0.6118591333907233,8900,0.019832891721373126,0.05176683036964674,0.0010266859414798937,3.3653361513627666e-08,0.012237182667814466,124000000000.0,Cuivre,0.3
31,0.2781590572480038,8900,0.024831628183653403,0.007984121511707258,0.00019825873675182338,1.018735597831101e-08,0.008972872814451737,124000000000.0,Cuivre,0.3,31,0.4198025402244191,4510,0.011734995040551054,0.03215000074330924,0.0003772800992764466,4.329606953720119e-09,0.013542017426594164,114000000000.0,Titane,0.3
42,0.8108077919262923,7800,0.044108302966179444,0.020090919087845896,0.0008861763459957043,1.4367447055357555e-07,0.01930494742681648,203000000000.0,Acier inoxydable,0.3,42,0.10824664542828949,4510,0.00602520031056499,0.003961337996145941,2.3867854924631417e-05,7.220630524853048e-11,0.00257730108162594,114000000000.0,Titane,0.3
39,0.8848882924455902,8900,0.023336571445767798,0.06852737388750668,0.0015991939567166422,7.257616161255661e-08,0.022689443396040773,124000000000.0,Cuivre,0.3,39,0.5207911755653142,2500,0.03740272348115655,0.012843752558713069,0.0004803913254139418,5.600416979050677e-08,0.013353619886290108,69000000000.0,Verre,0.3
48,0.30755050213445845,2700,0.01041669572676905,0.014240932219513374,0.00014834345779621264,1.3413654286528218e-09,0.006407302127801218,69000000000.0,Aluminium,0.3,48,0.16451614602265746,7850,0.004866458845237401,0.015981192598382463,7.777181607784081e-05,1.5348541201153092e-10,0.003427419708805364,210000000000.0,Acier de construction,0.3
13,0.6220243611906546,7850,0.02349337140635063,0.05634336394670601,0.00132369557548315,6.088321253645253e-08,0.04784802778389651,210000000000.0,Acier de construction,0.3,13,0.21016287213906404,7800,0.018633981187328598,0.004268761978343656,7.95440303976393e-05,2.3016413524813027e-09,0.016166374779928,203000000000.0,Acier inoxydable,0.3
38,0.8141946964702439,4510,0.012227316705157597,0.03644514240126091,0.00044562629850478504,5.5520310855584305e-09,0.021426176222901154,114000000000.0,Titane,0.3,38,0.6319073504455482,4510,0.016935654905094313,0.016203175607868055,0.0002744113904614952,6.558807422477048e-09,0.01662914080119864,114000000000.0,Titane,0.3
10,0.5004752025289213,7850,0.03389840113855996,0.0133712859211778,0.00045326521389446427,4.340398186645688e-08,0.05004752025289213,210000000000.0,Acier de construction,0.3,10,0.1062131068218611,7850,0.008104847038121572,0.008560545408866877,6.938191110175993e-05,3.797997354226883e-10,0.01062131068218611,210000000000.0,Acier de construction,0.3
37,0.10383107189887428,2400,0.009244313380004148,0.01028852779784158,9.511037518213153e-05,6.77323225481865e-10,0.0028062451864560617,30000000000.0,Beton,0.3,37,0.31984401954657293,4510,0.02880105024648769,0.015463221192936635,0.0004453570105503213,3.078532173642787e-08,0.008644432960718188,114000000000.0,Titane,0.3
12,0.4051679929188282,2700,0.028747511028356786,0.025799244471149112,0.0007416640649576319,5.107713036571788e-08,0.03376399940990235,69000000000.0,Aluminium,0.3,12,0.9604275318505201,2700,0.057130258579050325,0.06745873468638786,0.0038539349560488896,1.0482274154543313e-06,0.08003562765421,69000000000.0,Aluminium,0.3
17,0.15753907407004156,7850,0.014288782416698505,0.012276300994297098,0.00017541339378941074,2.9845025281987705e-09,0.009267004357061268,210000000000.0,Acier de construction,0.3,17,0.46742229022756043,8900,0.027062185970655402,0.01757091368249605,0.00047550733375004167,2.902028824427918e-08,0.02749542883691532,124000000000.0,Cuivre,0.3
21,0.6715446243681928,7850,0.054598081141140016,0.06397747797504719,0.0034930475336871244,8.677168056122853e-07,0.031978315446104424,210000000000.0,Acier de construction,0.3,21,0.11314526789024917,2400,0.0037054831766705535,0.005907751403574878,2.189107343789856e-05,2.5048141244696165e-11,0.005387869899535675,30000000000.0,Beton,0.3
29,0.13575496616486643,2700,0.004561753629216864,0.007658848325030894,3.493777914233118e-05,6.058675626307463e-11,0.004681205729822981,69000000000.0,Aluminium,0.3,29,0.5592466155383181,7800,0.011947096940166822,0.03810037168560147,0.00045518883398426796,5.414210406267521e-09,0.01928436605304545,203000000000.0,Acier inoxydable,0.3
31,0.29232468513606275,2400,0.02105358921006073,0.024104325044284648,0.000507482557668148,1.8745290006331416e-08,0.009429828552776218,30000000000.0,Beton,0.3,31,0.38335342129382244,4510,0.01137428613030017,0.024089060863139253,0.00027399587086756146,2.9540039399074605e-09,0.012366239396574918,114000000000.0,Titane,0.3
25,0.3017457297965632,4510,0.004532864872729496,0.022883101525530383,0.00010372600708417941,1.776036796745297e-10,0.012069829191862528,114000000000.0,Titane,0.3,25,0.4252034591426719,2700,0.03866943010005422,0.01806896936716123,0.000698716747923462,8.706737485818762e-08,0.017008138365706874,69000000000.0,Aluminium,0.3
15,0.6675371333956874,2400,0.059556317756315695,0.04121145664878647,0.002454402607375756,7.254712968892187e-07,0.0445024755597125,30000000000.0,Beton,0.3,15,0.9615168696181543,4510,0.044597466931179455,0.043237890654047546,0.0019283003986178386,3.196051945263415e-07,0.06410112464121029,114000000000.0,Titane,0.3
13,0.322005510962213,2700,0.02701973583972064,0.02649134577029871,0.0007157891647521719,4.354778514325067e-08,0.024769654689401004,69000000000.0,Aluminium,0.3,13,0.2895042205853826,4510,0.0180910493756178,0.026544460343549545,0.0004802171427242834,1.3097365016134926e-08,0.022269555429644816,114000000000.0,Titane,0.3
30,0.6226109892598498,8900,0.01666973797282609,0.011578212850785311,0.00019300577441619892,4.469373021973175e-09,0.020753699641994992,124000000000.0,Cuivre,0.3,30,0.8883949187144585,8900,0.05922813875502775,0.01893676776207338,0.0011215895085838184,3.278754219254165e-07,0.02961316395714862,124000000000.0,Cuivre,0.3
30,0.4232697253205808,8900,0.02617534198945806,0.013059367164002314,0.0003418334016836596,1.951722100628395e-08,0.014108990844019361,124000000000.0,Cuivre,0.3,30,0.7919396849766512,2700,0.06071339723260992,0.056922981862339295,0.003455987609472855,1.0615977757377898e-06,0.02639798949922171,69000000000.0,Aluminium,0.3
10,0.2414617136874747,7850,0.021737652193900496,0.016794623522923716,0.0003650756848688156,1.4375631574316935e-08,0.02414617136874747,210000000000.0,Acier de construction,0.3,10,0.538565179883005,7800,0.011453516449959938,0.014032091231779835,0.00016071678775052894,1.7569430538835537e-09,0.053856517988300504,203000000000.0,Acier inoxydable,0.3
33,0.3644468376640194,2400,0.022891023824866623,0.02492442210110632,0.000570545540137457,2.4913773030743717e-08,0.011043843565576346,30000000000.0,Beton,0.3,33,0.17213189634433199,2700,0.012884256521879564,0.015447306951855366,0.00019902706533991802,2.7532751762229145e-09,0.005216118071040363,69000000000.0,Aluminium,0.3
14,0.3915312694002625,4510,0.008568559597711375,0.03053537602834485,0.0002616441893374001,1.6008310219162796e-09,0.02796651924287589,114000000000.0,Titane,0.3,14,0.3892302523486417,8900,0.03864307017324684,0.019237684141367895,0.0007434031782456374,9.250951724878433e-08,0.02780216088204584,124000000000.0,Cuivre,0.3
21,0.3032419245347112,7800,0.02179534866268683,0.014258662027803,0.0003107725103593796,1.2302375867318177e-08,0.014440091644510059,203000000000.0,Acier inoxydable,0.3,21,0.8693073017342265,7850,0.06513698180393132,0.08064814249080679,0.005253176589944542,1.857359692661151e-06,0.04139558579686793,210000000000.0,Acier de construction,0.3
21,0.8785383891815245,2500,0.028971701191085115,0.05662450780518687,0.001640508320224141,1.147480161699112e-07,0.041835161389596406,69000000000.0,Verre,0.3,21,0.7277916486768168,2400,0.06366968055304473,0.042674987996598,0.002717102853348413,9.178890190198424e-07,0.03465674517508651,30000000000.0,Beton,0.3
48,0.38491143094135527,7800,0.027357126237966732,0.015428710883894874,0.00042208519133980337,2.6324481040279437e-08,0.008018988144611569,203000000000.0,Acier inoxydable,0.3,48,0.495122467955425,4510,0.022725788457705877,0.042225012523235204,0.0009595967022270247,4.129955956886359e-08,0.01031505141573802,114000000000.0,Titane,0.3
23,0.18981397921959048,7800,0.010837912424422851,0.014336874947017393,0.00015538179511567651,1.5209332810664616e-09,0.008252781705199585,203000000000.0,Acier inoxydable,0.3,23,0.3779141890108275,4510,0.03046829464561689,0.027963082343529004,0.0008519874320422889,6.590953322741687e-08,0.016431051696122936,114000000000.0,Titane,0.3
26,0.6065471244898315,7850,0.022572568225872874,0.04374512520872412,0.0009874398233232764,4.192676371559492e-08,0.023328735557301212,210000000000.0,Acier de construction,0.3,26,0.8969707579866653,7800,0.07008656814020825,0.05391037030942098,0.0037783928421550933,1.5466621353152516e-06,0.03449887530717943,203000000000.0,Acier inoxydable,0.3
43,0.733858991842028,2400,0.010454189509875552,0.06647985470015247,0.0006949929996243849,6.329653279394442e-09,0.017066488182372743,30000000000.0,Beton,0.3,43,0.3196449414479372,2700,0.02940052739080765,0.026323232652559075,0.0007739169226161654,5.5747235921667834e-08,0.0074336032894869114,69000000000.0,Aluminium,0.3
35,0.36306125350056606,2700,0.02434113860791053,0.009231363122358886,0.00022470188930129138,1.109448779579893e-08,0.010373178671444744,69000000000.0,Aluminium,0.3,35,0.6814096079648301,2400,0.05297542524155499,0.04289919133742436,0.002272602903618888,5.314852474990661e-07,0.01946884594185229,30000000000.0,Beton,0.3
19,0.6216253479309461,7850,0.01994816477975349,0.01606143011895598,0.00032039605461142955,1.0624580892605809e-08,0.03271712357531296,210000000000.0,Acier de construction,0.3,19,0.9956711883526355,7850,0.017173105201612616,0.01792824147952613,0.0003078835770078173,7.566637672329149e-09,0.05240374675540187,210000000000.0,Acier de construction,0.3
40,0.7351662414756177,2500,0.04510445766305846,0.009544864189435788,0.00043051592273204937,7.298723357609292e-08,0.018379156036890443,69000000000.0,Verre,0.3,40,0.7343451913876264,7850,0.06997240356573094,0.07271656949214592,0.005088153146419952,2.0760246840556686e-06,0.01835862978469066,210000000000.0,Acier de construction,0.3
14,0.8863491775972734,2400,0.024817340580297685,0.051540236577288935,0.0012790916047276959,6.564941855390177e-08,0.06331065554266238,30000000000.0,Beton,0.3,14,0.4689049448079813,7850,0.04439178665512117,0.009080107616143192,0.0004030822001013695,6.619384726549706e-08,0.033493210343427234,210000000000.0,Acier de construction,0.3
49,0.6279242331236573,7800,0.014552211191822161,0.06271638876644788,0.0009126621345177724,1.6105965488549563e-08,0.01281478026782974,203000000000.0,Acier inoxydable,0.3,49,0.3573225529184717,4510,0.023442915899330348,0.005608229205007878,0.000131473245597168,6.021149316303906e-09,0.007292296998336157,114000000000.0,Titane,0.3
29,0.24598060486783363,7800,0.01678961513989119,0.0041220527144974674,6.920767866275626e-05,1.6257528303532143e-09,0.008482089823028746,203000000000.0,Acier inoxydable,0.3,29,0.5992160589592618,7850,0.01965175027468371,0.012015521878709213,0.0002361260353803919,7.59915149471739e-09,0.020662622722733164,210000000000.0,Acier de construction,0.3
15,0.7075327695750352,7850,0.06839194694211814,0.030911441270319973,0.0021140936512641247,8.240487601087073e-07,0.04716885130500235,210000000000.0,Acier de construction,0.3,15,0.6671485637325186,7800,0.008121417811009042,0.0068310912921917336,5.5478146489034715e-05,3.049329843020181e-10,0.044476570915501244,203000000000.0,Acier inoxydable,0.3
43,0.5149308167568039,8900,0.0261567082082374,0.026152142032820094,0.0006840539481728557,3.900095872991306e-08,0.011975135273414043,124000000000.0,Cuivre,0.3,43,0.968237062393656,4510,0.03004694791967657,0.055936563366453945,0.00168072300627753,1.264490664221024e-07,0.02251714098589898,114000000000.0,Titane,0.3
