NbElts,L_tot,rho,h_ext,b_ext,h_int,b_int,S,I,L,E,Mat
10,0.3904169601133778,4510,0.022989124009251963,0.011596394734327881,0.016143758246578904,0.005405321059650057,0.00017932876017556792,9.845909873978285e-09,0.03904169601133778,114000000000.0,Titane
10,0.9165397641795558,2700,0.08852960173075712,0.04924294084229022,0.0036859393585229354,0.015227230431333595,0.0043033312928510365,2.8472039282956817e-06,0.09165397641795558,69000000000.0,Aluminium
10,0.15358998356779688,4510,0.0041711678678555165,0.00787127367027694,0.001143605393755412,0.0009480895742998662,3.174816346162373e-05,4.7485101167134245e-11,0.015358998356779688,114000000000.0,Titane
10,0.3852022409441913,2400,0.028594316829581398,0.02490329914772308,0.007562428621146677,0.019282089123099717,0.0005662734032718078,4.78243771031256e-08,0.03852022409441913,30000000000.0,Beton
10,0.9449397603448122,2700,0.01570319016497213,0.07516644275634907,0.014140385653465383,0.005912706268168655,0.0010967449977398742,2.286216627997015e-08,0.09449397603448122,69000000000.0,Aluminium
10,0.9550033479672003,4510,0.0423100709105233,0.04055523086153749,0.007478420088006255,0.004917351762450359,0.0016791206713441926,2.558032232238925e-07,0.09550033479672003,114000000000.0,Titane
10,0.7969855877747948,4510,0.028949399928966002,0.07103726965728613,0.0011773394552045523,0.04383336222895898,0.0020048795823641515,1.4361694583953127e-07,0.07969855877747947,114000000000.0,Titane
10,0.414824482775595,2500,0.016152299683923062,0.015345333234716752,0.011858917132900437,0.013929528150293203,8.267330112207846e-05,3.4529430052127053e-09,0.0414824482775595,69000000000.0,Verre
10,0.8749971371899232,8900,0.06989176851196194,0.0865585134035115,0.040570606412621724,0.03212302881856151,0.004746476822558617,2.28391258938415e-06,0.08749971371899232,124000000000.0,Cuivre
10,0.5143320387441482,2400,0.014960076410189666,0.006542406308697622,0.012614356810297187,0.0017956069964565015,7.5224470940255e-05,1.5250501123965584e-09,0.05143320387441482,30000000000.0,Beton
10,0.5363166243546493,2700,0.017048593912935346,0.04382656400771551,0.014961240302247818,0.03891034101733534,0.00016503433016404605,7.2387183117348415e-09,0.05363166243546493,69000000000.0,Aluminium
10,0.5788581537670366,7850,0.05226475962013417,0.04299824569212987,0.022693934532652362,0.008293467996129534,0.002059081555433826,5.034821089037285e-07,0.05788581537670366,210000000000.0,Acier de construction
10,0.3562517065628499,2500,0.022373973768004006,0.016460098129026143,0.003516983633765824,0.009557463042534011,0.00033466436265668895,1.532851224922174e-08,0.03562517065628499,69000000000.0,Verre
10,0.545945480733498,2700,0.053472566438849324,0.03874790516370833,0.039795767843976246,0.03511824710990431,0.0006743923241594848,3.092534917530714e-07,0.054594548073349805,69000000000.0,Aluminium
10,0.9673388551420689,7800,0.08577969241290638,0.04196166115779461,0.03189484953523893,0.027797022675604,0.002712876531484208,2.131955978620856e-06,0.09673388551420689,203000000000.0,Acier inoxydable
10,0.49609826882990904,7850,0.032434955872525345,0.029628488270138205,0.01847889150826425,0.006424681515354212,0.0008422777169141862,8.087136557715068e-08,0.049609826882990905,210000000000.0,Acier de construction
10,0.5047591804824169,4510,0.01632861750938971,0.03272697581668691,0.0035795867967114794,0.02444442399044963,0.00044688533298029666,1.1779906922595433e-08,0.05047591804824168,114000000000.0,Titane
10,0.6716113693294185,7850,0.05846860309449618,0.0596999441298381,0.00226655064629151,0.002747946467905112,0.0034843439782482966,9.943966856160686e-07,0.06716113693294185,210000000000.0,Acier de construction
10,0.16183568213270555,2400,0.00827694433625665,0.016045163394945407,0.005892683221992866,0.006457355411725135,9.475377439298838e-05,6.480747407221707e-10,0.016183568213270556,30000000000.0,Beton
10,0.7054730173057376,7850,0.03094617484571956,0.044391014952017395,0.026341703402936588,0.0019359407583498093,0.0013227361330219749,1.0668256780894433e-07,0.07054730173057376,210000000000.0,Acier de construction
10,0.7682490330835847,2500,0.019447148966759933,0.06665135487654883,0.0037421414147683412,0.02645863771457418,0.0011971668631505666,4.0734785180520914e-08,0.07682490330835848,69000000000.0,Verre
10,0.27863436157811805,8900,0.00590952116196522,0.01883045534432584,0.001968477931781764,0.015769810550888226,8.023645028893194e-05,3.138205418545062e-10,0.027863436157811804,124000000000.0,Cuivre
10,0.3268508232101488,4510,0.025701319735979982,0.016885636286066305,0.01666971528919434,0.006758642157128919,0.0003213184966327703,2.1280314867898956e-08,0.03268508232101488,114000000000.0,Titane
10,0.1788592265934077,2700,0.0028193801367236097,0.011961933250217747,0.0008399749092595889,0.0007114851056554571,3.312760736541511e-05,2.230475175112689e-11,0.017885922659340768,69000000000.0,Aluminium
10,0.3502519649784642,8900,0.012564065230892665,0.00807351365674023,0.000895270631574814,0.0062599830686855,9.583177323023732e-05,1.3339822012449685e-09,0.035025196497846425,124000000000.0,Cuivre
10,0.4365024744669158,2500,0.023015267696129035,0.006788849084227118,0.010109672534641822,0.0060340872302398554,9.524453307891875e-05,6.377477006242963e-09,0.04365024744669158,69000000000.0,Verre
10,0.33436592204977705,4510,0.016045461981284922,0.02416331869543135,0.014191416399302052,0.01504010310378734,0.0001742712456349336,4.736075870544386e-09,0.0334365922049777,114000000000.0,Titane
10,0.9159062315718064,7850,0.0438122390460148,0.03551425109606128,0.01358980012286242,0.008659043650683734,0.0014382841860928971,2.4707913997481916e-07,0.09159062315718064,210000000000.0,Acier de construction
10,0.5235125444933358,2500,0.011960593953670526,0.05142021713513027,0.004175801812647301,0.017934431252707515,0.0005401257076290103,7.2229805893148704e-09,0.052351254449333584,69000000000.0,Verre
10,0.6314052990747999,2500,0.05060010117953094,0.047444923869229334,0.03206722100597183,0.00634309442937049,0.0021973125373097747,4.947969707045158e-07,0.06314052990748,69000000000.0,Verre
10,0.7808776442183708,2400,0.05378843970385187,0.07067121208274418,0.044790133523242,0.03331429807536209,0.0023091423708822617,6.670333915913921e-07,0.07808776442183708,30000000000.0,Beton
10,0.13975201103402743,7800,0.0036672091638043046,0.005022306301617745,0.0009956633305904402,0.0002066584786750701,1.8212085423552327e-05,2.0623918830775277e-11,0.013975201103402743,203000000000.0,Acier inoxydable
10,0.2039372348907405,4510,0.005542637286827318,0.0022548455333879823,0.0027226677119213793,0.0007911029020497793,1.034388060117403e-05,3.066464357337745e-11,0.02039372348907405,114000000000.0,Titane
10,0.22532426531997649,8900,0.005321630768004472,0.013369715158809286,0.003919658658803007,0.00121399772520336,6.639023085321478e-05,1.6181714297178117e-10,0.02253242653199765,124000000000.0,Cuivre
10,0.7590918119444122,8900,0.03616477554314721,0.03394167900001852,0.0291574859966822,0.016382851756654902,0.0007498104319128374,9.994341653087267e-08,0.07590918119444122,124000000000.0,Cuivre
10,0.1396867283822807,2500,0.00745177588949432,0.007753313719482012,0.0030023067585144415,0.0018454460451395253,5.223536110472544e-05,2.63191409841603e-10,0.013968672838228068,69000000000.0,Verre
10,0.6305677377503519,4510,0.03888257514910226,0.011211715692153228,0.020482931735212838,0.0021350849862099936,0.0003922075779290998,5.33941974866281e-08,0.06305677377503519,114000000000.0,Titane
10,0.20989698376634314,7850,0.016957217298596092,0.005081105513555879,0.012450666496170635,0.004342119243335862,3.209913172508213e-05,1.3662323594225761e-09,0.020989698376634315,210000000000.0,Acier de construction
10,0.55347153670427,4510,0.051225837123703974,0.02623979294617592,0.01642223810697975,0.0002888926554519068,0.0013394110956453354,2.9382502531800776e-07,0.055347153670426995,114000000000.0,Titane
10,0.3585579984914312,7800,0.011628422850666611,0.005537304772323947,0.0007641246490969852,0.0018959471609043164,6.294138138656463e-05,7.255000287776225e-10,0.035855799849143125,203000000000.0,Acier inoxydable
10,0.1445702617252585,4510,0.0024214536094197383,0.011452647229278481,0.0005201200496997579,0.005598300857661353,2.4820265450426325e-05,1.3484788024535104e-11,0.014457026172525849,114000000000.0,Titane
10,0.2989697887140794,4510,0.005360497986548503,0.02749641061497287,0.0035986727558053907,0.01681560175472322,8.688060583167718e-05,2.87640774333027e-10,0.029896978871407943,114000000000.0,Titane
10,0.9465578025034023,2500,0.0178658525717496,0.03825768704627963,0.0142014214120567,0.008318767976239663,0.0005653678668452648,1.6195105344147426e-08,0.09465578025034023,69000000000.0,Verre
10,0.8247267438347234,4510,0.06930575924499809,0.026316992062422384,0.007264335699766447,0.005867640073258724,0.0017812946086732178,7.298799971096378e-07,0.08247267438347235,114000000000.0,Titane
10,0.46757875683323535,2400,0.035289318110722216,0.046619193188393436,0.007628046819152834,0.039633429566972835,0.0013428338821499651,1.6926540845571307e-07,0.046757875683323534,30000000000.0,Beton
10,0.32832772798031895,7800,0.00889519205544387,0.02434983104501664,0.004246573476175106,0.019483869902147555,0.00013385673852332622,1.3038328661447043e-09,0.032832772798031894,203000000000.0,Acier inoxydable
10,0.6331182072941022,2400,0.02534225168274241,0.029672043809518916,0.02126702870787574,0.014840611562119474,0.00043634069002815973,2.834833507628355e-08,0.06331182072941022,30000000000.0,Beton
10,0.2648012891843617,7800,0.008991283814743437,0.0169657129358682,0.0032620525314090982,0.007043472073963065,0.0001295673642170746,1.007301366412388e-09,0.02648012891843617,203000000000.0,Acier inoxydable
10,0.8413915199398065,7800,0.08193715706844189,0.025579032690552887,0.02512215855624631,0.01280617290522135,0.0017741545130009655,1.155667933515741e-06,0.08413915199398066,203000000000.0,Acier inoxydable
10,0.3291172674263207,7850,0.029097854426246263,0.02092890430881205,0.024736030409312573,0.0073795781835148296,0.00042644474052332875,3.366064182345677e-08,0.03291172674263207,210000000000.0,Acier de construction
10,0.9942694946333736,7800,0.0353663005810015,0.03299551493386774,0.030725291234653545,0.019779513135887754,0.0005591979973962834,7.382012073825554e-08,0.09942694946333736,203000000000.0,Acier inoxydable
10,0.2840908125177142,8900,0.006497387206881636,0.024793696462207457,0.0046263583654898455,0.021425946571767947,6.197013904401609e-05,3.8993241287306514e-10,0.02840908125177142,124000000000.0,Cuivre
10,0.5850310936656982,2500,0.0420552667968213,0.049078663236747894,0.002659690276563802,0.003338003493527201,0.0020551382210179077,3.042041854016078e-07,0.058503109366569814,69000000000.0,Verre
10,0.8609991030220207,2400,0.02902061382067432,0.040071289362759756,0.014922301624019712,0.01829780714771545,0.0008898480165767919,7.654865043282593e-08,0.08609991030220207,30000000000.0,Beton
10,0.7015396746608845,2400,0.020039409926176872,0.05996930038647981,0.0020957205093023084,0.01391413459693663,0.001172589256186713,4.020566545301422e-08,0.07015396746608846,30000000000.0,Beton
10,0.8732968784355881,8900,0.045772363208352616,0.057188486899279536,0.0353356804674978,0.03783276219606461,0.0012808057975269688,3.179222569114658e-07,0.08732968784355881,124000000000.0,Cuivre
10,0.6510583988642368,2500,0.06335960798285213,0.019515645169704787,0.029860360328417518,0.00037918832113875,0.0012251809275834061,4.1281447860133944e-07,0.06510583988642368,69000000000.0,Verre
10,0.9331284512909928,4510,0.03282470780432053,0.017847667332949166,0.02613127725197611,0.012005925214223953,0.00027211430475339624,3.474968119873878e-08,0.09331284512909928,114000000000.0,Titane
10,0.3365250297610779,2400,0.02673765243586526,0.024019311822068012,0.0009784075212836286,0.013679978200878955,0.0006288354176843881,3.8259299563996926e-08,0.03365250297610779,30000000000.0,Beton
10,0.9938850405949428,4510,0.07290958065256181,0.0358003315783522,0.06303706147099482,0.011327577839006097,0.001896129942045419,9.198185423021479e-07,0.09938850405949427,114000000000.0,Titane
10,0.9825821731546768,4510,0.019460261410767007,0.06489937854535698,0.007669546204914488,0.023427401788008527,0.0010832813314147428,3.897631534761444e-08,0.09825821731546767,114000000000.0,Titane
10,0.35776046251067606,8900,0.017488377754052608,0.0210441372619327,0.002065823695697267,0.009629619032401202,0.0003481347267671416,9.372830668041827e-09,0.0357760462510676,124000000000.0,Cuivre
10,0.40898118602313127,2500,0.017827587081152396,0.037612428400412436,0.0022648849922679705,0.02389411383083279,0.0006164214228229664,1.773624726040811e-08,0.04089811860231313,69000000000.0,Verre
10,0.24326334508616426,2500,0.013302998338035313,0.01659359887758166,0.004630677018125922,0.011645188669649803,0.00016681951074620573,3.159066495537382e-09,0.024326334508616425,69000000000.0,Verre
10,0.9617438931694332,8900,0.029218703086701783,0.0878173987403337,0.013209225800976098,0.07309149133760984,0.001600428486431733,1.6851172049972862e-07,0.09617438931694332,124000000000.0,Cuivre
10,0.6837452472013754,2500,0.0109745534709712,0.045992713424750566,0.002478272902611175,0.04129864607300836,0.000402400177277714,5.0136526661951355e-09,0.06837452472013754,69000000000.0,Verre
10,0.8788813128419525,2400,0.05984897493174666,0.08004968358637216,0.03106197729598307,0.05923438312016974,0.002950954442634764,1.2821030513446797e-06,0.08788813128419525,30000000000.0,Beton
10,0.15403288598188541,4510,0.008481227251660554,0.0076580739290273096,0.00506262474453462,0.006351273804489838,3.279574938017285e-05,3.20650611288583e-10,0.015403288598188541,114000000000.0,Titane
10,0.8934165173718335,7850,0.07793631872082034,0.06397348593628346,0.0033807972642379927,0.04932778983024499,0.004819090732703106,2.523545267179329e-06,0.08934165173718335,210000000000.0,Acier de construction
10,0.5059171696874802,2400,0.03459697655177562,0.02488119401546032,0.006938500036625019,0.002481655261162085,0.0008435951208125967,8.579359402595792e-08,0.05059171696874802,30000000000.0,Beton
10,0.10518327296658123,7800,0.002095010154074704,0.005301076825809483,0.001216173693340243,0.0018569307475879058,8.847459452029926e-06,3.783655996571629e-12,0.010518327296658123,203000000000.0,Acier inoxydable
10,0.849831810788938,2500,0.07116756396898408,0.07403878982888784,0.01387344102193531,0.013290371893819241,0.005084777120705056,2.2209892706053493e-06,0.0849831810788938,69000000000.0,Verre
10,0.5518600348942809,7850,0.012894977656755876,0.04823925369035726,0.01083808743427613,0.0022320747482728154,0.0005978526772341146,8.382678948096564e-09,0.05518600348942809,210000000000.0,Acier de construction
10,0.15729491431851536,7800,0.012437699156986365,0.005972986510768273,0.0026785997910944966,0.002281129651115957,6.817997588273481e-05,9.54048724177741e-10,0.015729491431851535,203000000000.0,Acier inoxydable
10,0.7955136965831133,8900,0.053794945057217915,0.02126588369435603,0.006264867159778618,0.01359071317705351,0.001058853032270176,2.7560556854050404e-07,0.07955136965831133,124000000000.0,Cuivre
10,0.5327528557032122,8900,0.025469895932764358,0.04164737992400102,0.006746961864210346,0.012568329831897,0.0009759563904639793,5.7022317776088344e-08,0.05327528557032122,124000000000.0,Cuivre
10,0.9931862979930476,2700,0.03691553611932706,0.05907567372664472,0.020646096616316726,0.03986166595453635,0.001357822360644833,2.1842550360667165e-07,0.09931862979930475,69000000000.0,Aluminium
10,0.8213690084918338,2400,0.039848212659818374,0.039115120535534134,0.011794833208338035,0.00844719782739706,0.0014590343518624093,2.0509303855456552e-07,0.08213690084918338,30000000000.0,Beton
10,0.6051963958228106,4510,0.051591255612204394,0.029938613992699575,0.04633001424030031,0.010858348054854472,0.001041503267164938,2.5260826322879443e-07,0.06051963958228106,114000000000.0,Titane
10,0.1909658789516408,8900,0.014684138263007627,0.010963966491052834,0.011694774107608224,0.008088028166923503,6.640873747745938e-05,1.8148444445007725e-09,0.01909658789516408,124000000000.0,Cuivre
10,0.39706703350812556,7850,0.03449998118044839,0.016211065012586616,0.012768804291148813,0.007135112771684278,0.0004681745792723507,5.423581063630614e-08,0.039706703350812556,210000000000.0,Acier de construction
10,0.9105029589654662,7850,0.04937282739278766,0.07829005020172676,0.014305016847871006,0.06418264776374576,0.0029472672775811824,7.695595795031743e-07,0.09105029589654662,210000000000.0,Acier de construction
10,0.47906940441860013,8900,0.033929745796641396,0.042487457139531386,0.027771438420126058,0.0217489901464273,0.0008375878797385625,9.94799518230605e-08,0.047906940441860016,124000000000.0,Cuivre
10,0.8091008182909861,2400,0.06600524276066891,0.06463748209680746,0.053463890746614506,0.04053074007413272,0.002099481638035305,1.032793122831569e-06,0.08091008182909862,30000000000.0,Beton
10,0.5592937829004984,7800,0.014961603387045963,0.05479430432989869,0.008241371498633136,0.030354450176441606,0.0005696483487122341,1.3876932636028458e-08,0.05592937829004983,203000000000.0,Acier inoxydable
10,0.45426161388336217,2700,0.0437770897826525,0.008330696424025112,0.014539076225740208,0.00359681873342513,0.0003123992235711311,5.732140910458151e-08,0.04542616138833622,69000000000.0,Aluminium
10,0.6646738022160089,2400,0.04148164784557021,0.03670755417990969,0.023795411387563047,0.012903449559227358,0.0012156469451827185,2.0385661331027677e-07,0.0664673802216009,30000000000.0,Beton
10,0.8745451139752018,7850,0.06054028498538918,0.05538316045641963,0.044314641426010645,0.010381336596407826,0.0028928671086306465,9.487846217553471e-07,0.08745451139752018,210000000000.0,Acier de construction
10,0.9279917543283507,2500,0.012868253628578834,0.054671882647278125,0.0023127200944209544,0.024423898134833283,0.0006470460122565536,9.683087993030505e-09,0.09279917543283507,69000000000.0,Verre
10,0.8577231537872675,2700,0.0551827656794494,0.07293991283204823,0.02257413826067615,0.011462417681591992,0.003766271916944505,1.0104082907558652e-06,0.08577231537872675,69000000000.0,Aluminium
10,0.5645426797726175,2400,0.05140091637699941,0.030769530851762688,0.01023989270681717,0.004356542962803438,0.0015369715497592109,3.4782899455928433e-07,0.05645426797726175,30000000000.0,Beton
10,0.8863639234080903,7800,0.0160515725231051,0.06452011855453582,0.0062248658762091525,0.055675088547613355,0.0006890794033225094,2.111741008999105e-08,0.08863639234080903,203000000000.0,Acier inoxydable
10,0.988361079268192,7850,0.06667357644220873,0.07501700435128512,0.03754033087532919,0.02779173824104975,0.0039583409249113665,1.7303215769614738e-06,0.09883610792681921,210000000000.0,Acier de construction
10,0.3456859234678938,2400,0.03226153633118045,0.0060960419198732374,0.017480473040853314,0.001935452460765592,0.00016283505331212336,1.619624254363833e-08,0.03456859234678938,30000000000.0,Beton
10,0.8077748351182171,4510,0.027660371381454843,0.07565725962213432,0.008214407173361938,0.015914905979683827,0.0019619763810084876,1.326917868840308e-07,0.08077748351182171,114000000000.0,Titane
10,0.4759501195075244,2400,0.039928066665177835,0.02823765474882486,0.031060660542234587,0.01188249680329149,0.00075839676167813,1.201169946202116e-07,0.04759501195075244,30000000000.0,Beton
10,0.5006535968641238,2400,0.020782704777763478,0.01286062174133444,0.0013190226973791189,0.004478614517510513,0.0002613711107072321,9.619406052836703e-09,0.05006535968641238,30000000000.0,Beton
10,0.4865599093095405,2700,0.006245139338928781,0.027237251269884424,0.005074958815032576,0.006210014785564169,0.0001385848601123616,4.852105854577138e-10,0.04865599093095405,69000000000.0,Aluminium
10,0.9379174370073624,2400,0.04940876527081123,0.08913426766804118,0.002730204622825766,0.009484977319138709,0.004378118179871795,8.959167579150111e-07,0.09379174370073624,30000000000.0,Beton
10,0.39162537750452253,8900,0.023391908690602446,0.020037140649519183,0.015705708186912762,0.013676128585277763,0.00025391367980724276,1.6957068891740977e-08,0.03916253775045225,124000000000.0,Cuivre
10,0.274051326387024,7800,0.010179774456171287,0.020594992408739562,0.007654267803686273,0.01860245524943988,6.726420336222621e-05,1.1153003527456504e-09,0.027405132638702402,203000000000.0,Acier inoxydable
10,0.43945764301860535,2400,0.029288361586218118,0.03181431743076223,0.012203463819058095,0.026956272742984518,0.0006028293334152126,6.252551465018654e-08,0.043945764301860535,30000000000.0,Beton
10,0.11085584627734518,2500,0.010574889044735357,0.0015358718468727675,0.00336116204380151,0.000877369456114724,1.3292693453328703e-05,1.4858021950553357e-10,0.011085584627734518,69000000000.0,Verre
10,0.3084218518686086,8900,0.011030736865372332,0.02877657740124101,0.008524900012391404,0.0031939631905578145,0.0002901986363563456,3.053734617584836e-09,0.03084218518686086,124000000000.0,Cuivre
10,0.21402765839748744,7800,0.0036906185265118217,0.015181553460830638,0.0020649940483721016,0.008572847389473948,3.83264436269052e-05,5.730566784601131e-11,0.021402765839748743,203000000000.0,Acier inoxydable
10,0.8039323330878393,4510,0.04694765157900523,0.013450689978863208,0.006378128284880493,0.003988310535893361,0.0006060403503870188,1.1589959438678252e-07,0.08039323330878392,114000000000.0,Titane
10,0.3081863217295743,2400,0.02414290113629427,0.00762098461973557,0.0077762790600683284,0.0035729917245936583,0.00015620809750573994,8.797120384091619e-09,0.030818632172957428,30000000000.0,Beton
10,0.2630724883826935,8900,0.002843393851764913,0.024069842104728626,0.00044707029486202617,0.015865271468369295,6.134714946010765e-05,4.5992703173883915e-11,0.026307248838269348,124000000000.0,Cuivre
10,0.8892581516180416,7850,0.012864681786338924,0.025756903969596595,0.010351356313943069,0.001636555422120727,0.00031441380506826285,4.4186641274306675e-09,0.08892581516180416,210000000000.0,Acier de construction
10,0.6042007495434198,8900,0.0600591093347439,0.008876377467735246,0.019125177672111308,0.0073699607790898335,0.0003921555154945834,1.5595111181643883e-07,0.060420074954341985,124000000000.0,Cuivre
10,0.6846873251146061,7850,0.030202822345048196,0.05847854587648493,0.02568808070636973,0.048131703686989075,0.0005298060432577763,6.627349393761735e-08,0.0684687325114606,210000000000.0,Acier de construction
10,0.28182144644217677,7850,0.018036384218637555,0.024389782297332657,0.005358529868213252,0.021216422238870453,0.00032621465226000514,1.1653422311054171e-08,0.02818214464421768,210000000000.0,Acier de construction
10,0.7992479305917177,2500,0.07369733929441898,0.02904487582156747,0.05655948305232783,0.003582952670088195,0.001937880117365178,9.147986783020655e-07,0.07992479305917177,69000000000.0,Verre
10,0.2576732328398448,2400,0.007434725434728709,0.02125367386359815,0.0014379485501480192,0.0061354213218676856,0.00014919280946079505,7.263393516588717e-10,0.025767323283984477,30000000000.0,Beton
10,0.6128027946686363,2400,0.059427737291236245,0.04597680645121324,0.028370989374628845,0.04083442160397522,0.001573784633827221,7.264194036350999e-07,0.06128027946686363,30000000000.0,Beton
10,0.4374565363805415,7800,0.04243207293657811,0.01855809981611922,0.011439639737074443,0.0026514505660903956,0.0007571270057051313,1.1781956841857648e-07,0.04374565363805415,203000000000.0,Acier inoxydable
10,0.8886840589748718,2500,0.06490756617657212,0.05112414241880986,0.008319979092226844,0.013634723351947984,0.0032049030440528944,1.164358598081078e-06,0.08886840589748718,69000000000.0,Verre
10,0.1672674999998106,2400,0.004791257489122541,0.010173802246962887,0.003669878347149854,0.003136914906022201,3.7233210118150175e-05,8.032995732403004e-11,0.016726749999981062,30000000000.0,Beton
10,0.15151274978423324,7800,0.014226960006982262,0.0021254742041825407,0.007776309955681937,0.0017769962860317216,1.642056258849915e-05,4.40413113201499e-10,0.015151274978423324,203000000000.0,Acier inoxydable
10,0.9789882286788125,2400,0.012101190983970516,0.08280978642433845,0.00920061356383752,0.06422171014308761,0.00041121790342739503,8.060602519804705e-09,0.09789882286788125,30000000000.0,Beton
10,0.4802905622361975,8900,0.03994894744372291,0.041840639817761684,0.010745767031224374,0.012086456369924361,0.0015416112767072368,2.2104697069594933e-07,0.04802905622361975,124000000000.0,Cuivre
10,0.7824312784860691,7850,0.02060862754195638,0.05856227110030903,0.018110855191662983,0.03190915174482153,0.000628986006578082,2.6919203952122865e-08,0.0782431278486069,210000000000.0,Acier de construction
10,0.23005059508091852,7850,0.009473440501344164,0.011276747546359774,0.007323397564504559,0.009157454407651864,3.97659176230589e-05,4.992306313594634e-10,0.02300505950809185,210000000000.0,Acier de construction
10,0.9329644224025027,4510,0.013904317135730452,0.04130850619981359,0.0032257901381873987,0.0009598627794233213,0.0005712702547176189,9.250840816824e-09,0.09329644224025027,114000000000.0,Titane
10,0.8448287127724351,2400,0.028751604868772745,0.06196433822839376,0.023902080095382174,0.05283474380449827,0.0005187138904636525,6.260523480114279e-08,0.08448287127724351,30000000000.0,Beton
10,0.3643502764747367,8900,0.024835463242476357,0.023217362499765592,0.015286637316036676,0.0170951912187956,0.00031528596494015404,2.454901354387539e-08,0.036435027647473674,124000000000.0,Cuivre
10,0.16099915565956688,7800,0.01436990715655383,0.013641135897396324,0.0024456244944288455,0.0002834318114507037,0.00019532868857493463,3.372769727567636e-09,0.016099915565956687,203000000000.0,Acier inoxydable
10,0.45221017415325293,2500,0.01354379982940154,0.016946045235703255,0.004944605219743266,0.0053929500422901875,0.00020284783564342577,3.45406666840288e-09,0.04522101741532529,69000000000.0,Verre
10,0.11683635289604258,7850,0.01154986901999214,0.0022901862143357345,0.004873172602735221,0.0009850493705874388,2.1651035201881103e-05,2.845499421247066e-10,0.011683635289604258,210000000000.0,Acier de construction
10,0.4498576890493181,4510,0.03686268554188323,0.028269303632132103,0.005872775977255615,0.023665390530136787,0.0009031009132815433,1.1760401989455091e-07,0.04498576890493181,114000000000.0,Titane
10,0.4853825091693581,7850,0.010778570189417386,0.03652779003846612,0.006638331166270697,0.01845635961974476,0.0002711979215142566,3.3618341128813704e-09,0.04853825091693581,210000000000.0,Acier de construction
10,0.21867996175116033,4510,0.002537907013368981,0.005388573727701835,0.0002954943044006477,0.0008697423965355729,1.3418695131118292e-05,7.338529502665475e-12,0.021867996175116033,114000000000.0,Titane
10,0.17205736605305472,7850,0.0031195163102309296,0.007583425369082825,0.00012464948137419434,0.0005936988520583423,2.3582614872271353e-05,1.9184203994786066e-11,0.01720573660530547,210000000000.0,Acier de construction
10,0.9544357461468476,7850,0.02783740389137631,0.0429273243937718,0.002273820209637155,0.03325215645519883,0.0011193758417637088,7.713569367831413e-08,0.09544357461468475,210000000000.0,Acier de construction
10,0.8708553187470792,2400,0.06858846082647878,0.06341918411350535,0.03411245609321788,0.020309264161143044,0.0036570253432338514,1.6380858955734538e-06,0.08708553187470792,30000000000.0,Beton
10,0.22713673545867724,4510,0.018861197772453202,0.010819375964962408,0.01646675652036694,0.005318219413593825,0.00011649256564414453,4.0707961971140314e-09,0.022713673545867723,114000000000.0,Titane
