NbElts,L_tot,rho,h,b,S,I,L,E
10,0.7621786261091413,8900,0.007657970317535531,0.0328014561370377,0.0002511925774693784,1.2275887888881852e-09,0.07621786261091414,124000000000.0
10,0.5409852370939813,2500,0.028732436603028544,0.049744074410501354,0.0014292684643760645,9.832806203623978e-08,0.054098523709398126,69000000000.0
10,0.6628553835159586,2700,0.05852779353621969,0.052276497772519054,0.0030596280684266437,8.733969960875494e-07,0.06628553835159587,69000000000.0
10,0.3225134537803992,7850,0.018511729771368383,0.025698841166417696,0.00047573000311004185,1.3585427214433724e-08,0.03225134537803992,210000000000.0
10,0.10847227517652731,2400,0.009679163472132088,0.003337247800495104,3.230176700800536e-05,2.521858318816182e-10,0.01084722751765273,30000000000.0
10,0.1856740352321846,4510,0.016723817790881914,0.014421243796129279,0.00024117825356435225,5.6211833902548835e-09,0.018567403523218458,114000000000.0
10,0.9813211666272444,7850,0.022716051281162514,0.07298240235105478,0.0016578719944289962,7.129111876378403e-08,0.09813211666272445,210000000000.0
10,0.39344496193974987,2700,0.017756864302282252,0.03873126147527486,0.0006877457542726679,1.8070876739569133e-08,0.03934449619397499,69000000000.0
10,0.9620814407422413,4510,0.05178019272074314,0.046832688105183026,0.002425005615716832,5.418247354519207e-07,0.09620814407422414,114000000000.0
10,0.9810426596153439,4510,0.025485260838682126,0.08889857165362121,0.0022656032867788096,1.2262549847545522e-07,0.09810426596153439,114000000000.0
10,0.2515270241849856,4510,0.009197753908624685,0.0031360121659339555,2.8844268156713604e-05,2.0334891033682206e-10,0.02515270241849856,114000000000.0
10,0.8710541741602851,8900,0.04351808946139383,0.04972782036795253,0.0021640597354926805,3.4152904194639137e-07,0.08710541741602851,124000000000.0
10,0.44528915288123094,2700,0.023441729239991025,0.043707495452672676,0.0010245792741596918,4.6918445123656636e-08,0.0445289152881231,69000000000.0
10,0.3542858922342226,2700,0.03406803719537301,0.003971092983129476,0.00013528734345553977,1.3084892178688679e-08,0.035428589223422256,69000000000.0
10,0.2504875812106371,7800,0.01465154277434321,0.007138440767135127,0.00010458917024179567,1.8709931011307403e-09,0.02504875812106371,203000000000.0
10,0.9799415530285643,4510,0.09356202562648003,0.05855534637237764,0.005478556817859811,3.996539921645171e-06,0.09799415530285643,114000000000.0
10,0.7426169001888628,7850,0.048229738489263346,0.02336577344226998,0.0011269251427200558,2.1844576861180573e-07,0.07426169001888629,210000000000.0
10,0.710163854478657,8900,0.06436981155867992,0.04909397821299129,0.0031601701262361868,1.0911732046767406e-06,0.0710163854478657,124000000000.0
10,0.7298778461099918,8900,0.016196549118910344,0.018932453992545294,0.0003066404210317701,6.703369227267443e-09,0.07298778461099918,124000000000.0
10,0.135189859425722,2400,0.006605289371241961,0.011643875464218094,7.691116684386484e-05,2.796352078435763e-10,0.013518985942572202,30000000000.0
10,0.8584725845759084,2400,0.08512383918701141,0.03063338870417355,0.0026076316538072813,1.5745896897548615e-06,0.08584725845759084,30000000000.0
10,0.21913459460209445,2500,0.020585197764163163,0.009063826459007385,0.00018658066015872173,6.588635267953363e-09,0.021913459460209443,69000000000.0
10,0.7457549494632917,8900,0.04839834841410897,0.06179446523312732,0.0029907500584164396,5.837944436066586e-07,0.07457549494632917,124000000000.0
10,0.32536324324410315,2700,0.023045389431342166,0.022363260146527682,0.0005153700390311445,2.2808988387598917e-08,0.032536324324410316,69000000000.0
10,0.10599042311647713,2500,0.0018199649578984202,0.0059342836509853475,1.0800188295022832e-05,2.9810971768817295e-12,0.010599042311647714,69000000000.0
10,0.615196571695318,8900,0.009107518090980208,0.015489010327497835,0.00014106644176906582,9.75085169371795e-10,0.061519657169531804,124000000000.0
10,0.42426033814309316,7850,0.015276735039166822,0.026483993462949933,0.0004045889509125123,7.86853470631049e-09,0.042426033814309316,210000000000.0
10,0.9107065827273821,2500,0.050418083921083136,0.028592670469976135,0.0014415876592831325,3.053742992864103e-07,0.09107065827273822,69000000000.0
10,0.8144965229706368,4510,0.02523590947267427,0.008174945913218223,0.00020630219500998353,1.0948648781394645e-08,0.08144965229706368,114000000000.0
10,0.3292989446252981,8900,0.024049084482990885,0.01856417727396645,0.0004464514676188386,2.1517415439368682e-08,0.03292989446252981,124000000000.0
10,0.5913920047566933,2400,0.050236468511517876,0.010159422772395517,0.000510373522200645,1.0733592257927651e-07,0.059139200475669326,30000000000.0
10,0.5162794426820264,4510,0.005815033485184735,0.013887513877911324,8.075635822602206e-05,2.2756209304103017e-10,0.05162794426820264,114000000000.0
10,0.8303495020337075,7800,0.01674432351134795,0.029505632015664973,0.0004940518478770798,1.154320728494937e-08,0.08303495020337075,203000000000.0
10,0.948552920122202,2500,0.06394166689074691,0.02295681971205162,0.0014678973188989371,5.001293462684638e-07,0.0948552920122202,69000000000.0
10,0.3007558239310366,7800,0.0037077974752260153,0.0046214517547697575,1.7135407148214145e-05,1.963112510471667e-11,0.03007558239310366,203000000000.0
10,0.449451447918236,2500,0.022787381398778027,0.024943388551606695,0.0005683945083033751,2.4595602735960143e-08,0.0449451447918236,69000000000.0
10,0.5076561444145068,8900,0.006060229212080491,0.00970502596763419,5.8814681873056455e-05,1.8000418703956748e-10,0.05076561444145068,124000000000.0
10,0.6776474233693734,4510,0.008685467539245565,0.05139897586889016,0.00044642413645971165,2.8064210177000242e-09,0.06776474233693734,114000000000.0
10,0.7087570461731768,2500,0.016029867623710295,0.048366945830124186,0.0007753157390200573,1.660187830573932e-08,0.07087570461731768,69000000000.0
10,0.9934199638190544,2700,0.06071411301574112,0.048551586019027884,0.002947766480652735,9.055055979184883e-07,0.09934199638190544,69000000000.0
10,0.19310944387765439,7850,0.012155711122051702,0.004309008486209524,5.237906238083227e-05,6.449665854133634e-10,0.019310944387765438,210000000000.0
10,0.5751784365343314,2500,0.055568201962081024,0.006411202945138134,0.0003562590200753245,9.167212777936244e-08,0.05751784365343314,69000000000.0
10,0.942290955161608,7850,0.07624122144922132,0.029915027411280444,0.0022807582295229583,1.10478481270235e-06,0.0942290955161608,210000000000.0
10,0.7000478448498412,7800,0.013783105364086801,0.05269670319514698,0.0007263242124787204,1.1498559266999672e-08,0.07000478448498412,203000000000.0
10,0.709622671324725,2500,0.07052015787405931,0.02708318241309416,0.0019099102995033467,7.915134086908335e-07,0.0709622671324725,69000000000.0
10,0.4254579420559953,4510,0.01744782067593214,0.010688402594399609,0.0001864893317792522,4.731023712815246e-09,0.04254579420559953,114000000000.0
10,0.9955061463975678,7850,0.05145932754408151,0.0714038423000384,0.0036743937088236185,8.108353159270809e-07,0.09955061463975678,210000000000.0
10,0.9547198389429519,2400,0.08878826333559506,0.04639344892897074,0.004119193760551934,2.7060891364157147e-06,0.09547198389429519,30000000000.0
10,0.4814283122161447,8900,0.04539611950446963,0.03653030185420443,0.001658333948507813,2.8479227616493584e-07,0.04814283122161447,124000000000.0
10,0.8167723549958016,2700,0.04714081004944489,0.019623649252053312,0.0009250747218679765,1.713127354438637e-07,0.08167723549958016,69000000000.0
10,0.1542560773936891,7850,0.005890107689404121,0.008227963916085806,4.846359353027665e-05,1.401137761397031e-10,0.01542560773936891,210000000000.0
10,0.5339633555969863,4510,0.030397892952631463,0.03117007615007678,0.0009475046381354049,7.296037560056769e-08,0.053396335559698624,114000000000.0
10,0.20871473425491743,7800,0.005100503382898658,0.014812861359159102,7.555304947279981e-05,1.6379356362377572e-10,0.020871473425491744,203000000000.0
10,0.31468549620274056,4510,0.019452342445748564,0.0175081334544321,0.00034057420754148,1.0739259127260435e-08,0.03146854962027405,114000000000.0
10,0.26242552115076717,4510,0.010032073316844638,0.025143013827507155,0.0002522365581239903,2.115476379043726e-09,0.026242552115076718,114000000000.0
10,0.8815292264969148,4510,0.0520392345242093,0.061459900258488555,0.0031983261633859975,7.217774407401812e-07,0.08815292264969148,114000000000.0
10,0.9998434459197423,2400,0.06587244953408103,0.05374498831113186,0.003540314030234808,1.28017153704717e-06,0.09998434459197422,30000000000.0
10,0.5974701682324591,7850,0.036598383744699245,0.012532447357011558,0.00045866731763215084,5.119651069387555e-08,0.059747016823245916,210000000000.0
10,0.7270367834293723,2700,0.04577636488430565,0.04965900270766998,0.002273208627737023,3.9695443102188373e-07,0.07270367834293723,69000000000.0
10,0.8077176873442838,4510,0.048038285887296285,0.06762411307498918,0.003248546476771181,6.247163082267915e-07,0.08077176873442839,114000000000.0
10,0.8509174297066358,2700,0.04875798125640751,0.06054117850034651,0.0029518656465607166,5.847992041132243e-07,0.08509174297066358,69000000000.0
10,0.700699379787125,2700,0.01732610751715963,0.03258579922776562,0.0005645850609528444,1.4123754062109459e-08,0.0700699379787125,69000000000.0
10,0.14644184783934014,7800,0.00477999236833882,0.010613785812432884,5.073381518261202e-05,9.659856677909297e-11,0.014644184783934014,203000000000.0
10,0.32086477974228145,7800,0.02647944276905773,0.017651505305948424,0.00046740202453658013,2.7310334934386775e-08,0.032086477974228145,203000000000.0
10,0.5041901811364748,4510,0.04701429579493905,0.049383719666361334,0.0023217408038486605,4.276538230380024e-07,0.05041901811364748,114000000000.0
10,0.8100439928692937,4510,0.04256290353801156,0.04155269120519129,0.0017686031875113382,2.6700023953039087e-07,0.08100439928692937,114000000000.0
10,0.9114049317675708,2700,0.08756432928499955,0.03914697611475304,0.0034278787070242474,2.1902750257247955e-06,0.09114049317675707,69000000000.0
10,0.7362900852582026,4510,0.034143217351260025,0.007631784561346268,0.0002605736790560363,2.5313848947873403e-08,0.07362900852582026,114000000000.0
10,0.3280552979927729,2700,0.014337980845750692,0.024772727365869898,0.0003551908904688466,6.084943704398948e-09,0.03280552979927729,69000000000.0
10,0.8565955110380198,2500,0.027290590333460922,0.057597687392134625,0.0015718748907734932,9.755793315230747e-08,0.08565955110380198,69000000000.0
10,0.14391082519100323,7850,0.0047538245686623345,0.006024464107475021,2.863924548713916e-05,5.3934496370564195e-11,0.014391082519100323,210000000000.0
10,0.6758167845895835,7800,0.030296518934083225,0.05875045895964295,0.001779934392256902,1.3614704216482303e-07,0.06758167845895835,203000000000.0
10,0.4323652440438355,7850,0.014288284057256826,0.023355413986910357,0.00033370878931980434,5.677361528351691e-09,0.043236524404383546,210000000000.0
10,0.22853835849708368,8900,0.0221278314140148,0.019444176369407776,0.0004302574566866256,1.7555971521427513e-08,0.02285383584970837,124000000000.0
10,0.6470960391012707,4510,0.007146488410764129,0.011360764295261413,8.11895703735086e-05,3.455448182802878e-10,0.06470960391012706,114000000000.0
10,0.40564547873964873,8900,0.037666529254580375,0.009751070358602443,0.0003672889769257705,4.3424803035232845e-08,0.04056454787396487,124000000000.0
10,0.49712046578604074,4510,0.04637924937012065,0.03522945613818624,0.0016339157314066671,2.9288412941629156e-07,0.04971204657860408,114000000000.0
10,0.993785967563169,4510,0.02455131187252537,0.04177715763567655,0.0010256840262611495,5.152069966062802e-08,0.0993785967563169,114000000000.0
10,0.6151763759672101,2500,0.06072713532149606,0.011375733381078876,0.0006908157004140368,2.1229831276062138e-07,0.061517637596721006,69000000000.0
10,0.20304382157984757,2500,0.008532791504281238,0.0020767550251300612,1.7720517634903155e-05,1.0751707124974016e-10,0.020304382157984757,69000000000.0
10,0.4160954674110775,2500,0.02059095721001762,0.028438405344113467,0.0005855739875617769,2.0689671839554033e-08,0.04160954674110775,69000000000.0
10,0.9362046890213348,2500,0.09166431391485397,0.0841979020776927,0.007717942927021759,5.404069193273805e-06,0.09362046890213348,69000000000.0
10,0.830018203890893,7800,0.04172434156287196,0.05747091113102053,0.002397935925960161,3.478846866728206e-07,0.08300182038908929,203000000000.0
10,0.10704994814289961,4510,0.007289547898184116,0.007386273331881928,5.384259324183329e-05,2.384217716063527e-10,0.01070499481428996,114000000000.0
10,0.9455094370174089,4510,0.054586461542453425,0.055188879962907875,0.0030125656736663493,7.480405883417586e-07,0.09455094370174089,114000000000.0
10,0.3804306174142046,2500,0.030274739339933354,0.017579862386728245,0.0005322257513900963,4.065139588801199e-08,0.038043061741420456,69000000000.0
10,0.487245841548381,2700,0.013710396853227587,0.020193456100405592,0.0002768602969747903,4.336900775432303e-09,0.0487245841548381,69000000000.0
10,0.24018973627783796,7800,0.019939329136344802,0.01322545531245134,0.00026370670645298715,8.736973394007e-09,0.024018973627783796,203000000000.0
10,0.136150845897207,8900,0.001435612580987046,0.007162578341266122,1.0282687579026973e-05,1.766037438168217e-12,0.013615084589720699,124000000000.0
10,0.5879383627877056,8900,0.05550020181259774,0.05389937484863082,0.002991426181671865,7.6786729231232e-07,0.058793836278770564,124000000000.0
10,0.22912540432255565,2700,0.005647979733796963,0.018253317245610114,0.00010309436587777252,2.7405639778310196e-10,0.022912540432255567,69000000000.0
10,0.8317990777820097,2400,0.06027308045219244,0.015985962232746606,0.0009635231877600461,2.9169413753533473e-07,0.08317990777820097,30000000000.0
10,0.2986407676601418,2500,0.014821107532147798,0.013670735034657981,0.0002026154339921662,3.708963800113321e-09,0.02986407676601418,69000000000.0
10,0.7231348343927824,2500,0.06149480611379988,0.048438570425508795,0.002978720496746304,9.386968941278609e-07,0.07231348343927824,69000000000.0
10,0.11694156180358543,2400,0.007169118301656352,0.003320523051593973,2.380522258025415e-05,1.0195827858241164e-10,0.011694156180358543,30000000000.0
10,0.25020503533848193,7800,0.021979907503673193,0.015524193471186328,0.0003412203365658028,1.3737426503630674e-08,0.025020503533848194,203000000000.0
10,0.8470046922845782,2700,0.05273823304350905,0.06798124572695521,0.003585210779736218,8.309685696809225e-07,0.08470046922845782,69000000000.0
10,0.653977495349091,7850,0.022154748210588878,0.052783382287307314,0.0011694025442785503,4.783176708132045e-08,0.0653977495349091,210000000000.0
10,0.14937271295522436,7800,0.006861039227351044,0.013193592996720911,9.052175910020618e-05,3.5510071246610474e-10,0.014937271295522437,203000000000.0
10,0.790272457181957,2400,0.05123180615273523,0.06651878585436236,0.0034078775424059987,7.453874365982415e-07,0.07902724571819571,30000000000.0
10,0.6468353501055711,2500,0.05698802206806351,0.03326964846812777,0.0018959714610983808,5.131185524978519e-07,0.06468353501055711,69000000000.0
10,0.3240954659728237,7800,0.016214900496310223,0.009436327838536877,0.00015300911695243757,3.352467980547535e-09,0.03240954659728237,203000000000.0
10,0.18764962552963538,7850,0.016561319716594847,0.002185977722004893,3.6202675947476726e-05,8.274643834182107e-10,0.01876496255296354,210000000000.0
10,0.5985623495699604,4510,0.04680608475933726,0.010560560331357063,0.0004942984819755934,9.024282041624114e-08,0.05985623495699603,114000000000.0
10,0.9365572655114041,2400,0.09064001840044046,0.025844119363065562,0.002342511454611442,1.6037639506976941e-06,0.0936557265511404,30000000000.0
10,0.43629385062019777,8900,0.02751047773079796,0.0319832719685543,0.0008798750912489677,5.5492723711752244e-08,0.04362938506201978,124000000000.0
10,0.5375903214504671,7800,0.04806670314848227,0.007142112503451688,0.0003432978015564759,6.609649753921919e-08,0.053759032145046716,203000000000.0
10,0.7588038442311719,4510,0.06075025530042788,0.022450760193339213,0.0013638894134340408,4.194634524953324e-07,0.07588038442311719,114000000000.0
10,0.24877178478329476,4510,0.009894161610230177,0.015657264395033628,0.00015491550429856554,1.2637804671987404e-09,0.024877178478329477,114000000000.0
10,0.375190761367453,8900,0.011953912312730549,0.006417990141475982,7.672009137517302e-05,9.135829732800596e-10,0.0375190761367453,124000000000.0
10,0.45133674866524875,2500,0.01513017851280921,0.014756720097182215,0.00022327180933392617,4.259324710529475e-09,0.04513367486652488,69000000000.0
10,0.9956532308698313,2700,0.06829042393574201,0.061555493340008906,0.004203650735762952,1.6336724925961525e-06,0.09956532308698313,69000000000.0
10,0.8605413196851246,8900,0.03631954643860601,0.040830740313839015,0.0014829539689511385,1.6301488329648136e-07,0.08605413196851246,124000000000.0
10,0.2402886839977994,2500,0.0073081600228192024,0.017287130192754283,0.00012633711378395767,5.622970455254132e-10,0.02402886839977994,69000000000.0
10,0.1675274970763933,4510,0.00313472582100472,0.00805214599327067,2.524126995960527e-05,2.066945750174826e-11,0.01675274970763933,114000000000.0
10,0.6288529806104284,4510,0.012505531049540913,0.020792769754249773,0.00026002462776772574,3.3887342725803282e-09,0.06288529806104284,114000000000.0
10,0.48622217904017795,2400,0.03308926121697426,0.011825678529653633,0.00039130296593567314,3.570310895384008e-08,0.048622217904017793,30000000000.0
10,0.7443505663737019,8900,0.021653561690468743,0.03137409412528359,0.0006793608826244011,2.654470931439646e-08,0.07443505663737018,124000000000.0
10,0.32502172663473905,7850,0.01654467775274147,0.01861341002361792,0.0003079528707204065,7.024568245992497e-09,0.032502172663473904,210000000000.0
10,0.9548473530199965,2700,0.08973687933519764,0.05901942104228812,0.005296218664505034,3.5540749857663537e-06,0.09548473530199965,69000000000.0
10,0.7979805447854301,7850,0.03703368087112977,0.06078128849265537,0.0022509548409730715,2.5726416463763754e-07,0.07979805447854302,210000000000.0
10,0.7792135884271247,2700,0.07191022002073992,0.07239192022123665,0.005205718910832979,2.2432656341504397e-06,0.07792135884271248,69000000000.0
10,0.11190654607716954,4510,0.005696980591800098,0.006588356935343213,3.753374159250185e-05,1.0151497067463377e-10,0.011190654607716954,114000000000.0
10,0.5367499889126216,8900,0.052993078016386315,0.0385739690303761,0.00204415335022839,4.783772501299534e-07,0.05367499889126216,124000000000.0
10,0.1606190581455662,7800,0.006391444516608178,0.0073994532917793674,4.7293195167641565e-05,1.609961374239197e-10,0.01606190581455662,203000000000.0
10,0.607019839467271,7800,0.03481891758046261,0.01954596386354878,0.0006805693047956055,6.875774793911207e-08,0.0607019839467271,203000000000.0
10,0.9706049963551615,7800,0.08215117338534986,0.027948355854538667,0.0022959902276416637,1.2912678292300725e-06,0.09706049963551615,203000000000.0
10,0.8616292726783491,7800,0.05929376800531318,0.02340698257690768,0.0013878881946195716,4.066224335845222e-07,0.08616292726783491,203000000000.0
10,0.1137686591955842,7800,0.010110866727617629,0.010006607938100091,0.00010117547925765066,8.619276169354735e-10,0.011376865919558419,203000000000.0
10,0.8807193944493165,2500,0.0639089825045079,0.05136702852780924,0.003282814527492319,1.1173491604019304e-06,0.08807193944493165,69000000000.0
10,0.5613007738772732,2400,0.054878231041245486,0.032553793334060284,0.0017864945918555175,4.483536062868382e-07,0.056130077387727316,30000000000.0
10,0.291768395310918,2700,0.011405450063091644,0.011429829822873574,0.00013036235327442016,1.4131745264386538e-09,0.029176839531091802,69000000000.0
10,0.5903788132462392,8900,0.03909458840073313,0.05520839886975745,0.0021583496300766674,2.748994312937909e-07,0.05903788132462392,124000000000.0
10,0.8894393065664731,7800,0.01512143669604294,0.07863405478749505,0.0011890598816222788,2.265732278170952e-08,0.08894393065664731,203000000000.0
10,0.4512134105897526,4510,0.011453852427579014,0.031609824058190815,0.0003620542600242544,3.958180386595401e-09,0.045121341058975264,114000000000.0
10,0.8217113923305813,7850,0.015018124276703826,0.07801500395417756,0.0011716390248313789,2.202135156287991e-08,0.08217113923305813,210000000000.0
10,0.4319159982466153,2700,0.013357017949950725,0.03609701513885378,0.00048214847914931295,7.168339641566031e-09,0.04319159982466153,69000000000.0
10,0.17972620377571663,8900,0.010594139159774248,0.005732135700446749,6.0727043293242895e-05,5.679789455507474e-10,0.017972620377571663,124000000000.0
10,0.7875466525890817,2500,0.07680725920747165,0.040121723479474056,0.0030816396151384655,1.5149738565102744e-06,0.07875466525890817,69000000000.0
10,0.14363530087267948,4510,0.011865040205437619,0.0026959232828315865,3.1987238141572147e-05,3.7526142720832263e-10,0.014363530087267947,114000000000.0
10,0.1963125913905564,2700,0.012269594739250739,0.00988955755184483,0.00012134086331163275,1.5222510110938305e-09,0.01963125913905564,69000000000.0
10,0.4332017242517008,2400,0.035092596620346174,0.020327100264795492,0.0007133307300538,7.320499179539047e-08,0.04332017242517008,30000000000.0
10,0.9996727275858854,7850,0.08759582196840829,0.03795706379705237,0.0033248802028101147,2.1259915816935107e-06,0.09996727275858855,210000000000.0
10,0.2068676502948833,2500,0.00746245717337659,0.008377239780054902,6.251479308976643e-05,2.9011170775530035e-10,0.02068676502948833,69000000000.0
10,0.32081797507321536,2500,0.02202638724208162,0.022151977430255015,0.00048792803305664905,1.9727000920226333e-08,0.032081797507321534,69000000000.0
10,0.19128709944849248,2500,0.013507147323089223,0.007838816503714995,0.00010588004935434161,1.6097564078756755e-09,0.019128709944849248,69000000000.0
10,0.6267432849259437,2500,0.05026910877151142,0.02397842845801238,0.0012053742283257291,2.5383004510251073e-07,0.06267432849259437,69000000000.0
10,0.3699528295182568,2400,0.035276881015176974,0.01676867503468448,0.000591546553980733,6.134625326202771e-08,0.03699528295182568,30000000000.0
10,0.563098427626461,4510,0.02193870225418943,0.039478071640253826,0.0008660976592850885,3.473821405648661e-08,0.0563098427626461,114000000000.0
10,0.7152680223555854,2700,0.037521251079159226,0.0635642727096805,0.0023850110360040706,2.7981034590381597e-07,0.07152680223555855,69000000000.0
10,0.7849344793942734,8900,0.012538650357962802,0.010677339083648922,0.00013387942152328478,1.7540184831627608e-09,0.07849344793942734,124000000000.0
10,0.11679046012697221,2400,0.003784891016652867,0.0016460052974318165,6.229950663612712e-06,7.437211273831724e-12,0.01167904601269722,30000000000.0
10,0.15356288684142008,2700,0.008514821906890756,0.003124193523258519,2.660195145320785e-05,1.6072498288806137e-10,0.015356288684142008,69000000000.0
10,0.43683184036386846,8900,0.0053815203925822565,0.01536559051630761,8.269023870757792e-05,1.9956435842373568e-10,0.043683184036386845,124000000000.0
10,0.4486667126306497,2500,0.036434000827769035,0.014684053310200198,0.0005349988104588387,5.918140864081722e-08,0.04486667126306497,69000000000.0
10,0.5873924766238694,2700,0.021508264416170292,0.020424861308310963,0.0004393033176827581,1.6935341981461978e-08,0.05873924766238694,69000000000.0
