NbElts,L_tot,rho,h,b,S,I,L,E,Mat
100,0.3778148877760904,7850,0.013539492351012091,0.030103942913818155,0.00040759210481694557,6.226575800414507e-09,0.003778148877760904,210000000000.0,Acier de construction
100,0.17323792369492264,7800,0.010534942539579841,0.006493097118764795,6.840440505009853e-05,6.326553227921717e-10,0.0017323792369492263,203000000000.0,Acier inoxydable
100,0.4223288650598085,7800,0.022588433963883908,0.01402878732065103,0.00031688833598589767,1.3474022038640684e-08,0.0042232886505980845,203000000000.0,Acier inoxydable
100,0.6170724295970645,4510,0.06147802442311553,0.044452030354925946,0.00273282300781721,8.607361942939265e-07,0.006170724295970645,114000000000.0,Titane
100,0.6464574377196962,2500,0.013151837390980553,0.019739839680502018,0.00025961516160198807,3.742154095117819e-09,0.006464574377196962,69000000000.0,Verre
100,0.48605460583553384,4510,0.026013699100637548,0.012372200220754043,0.00032184669375553716,1.814980782592453e-08,0.004860546058355338,114000000000.0,Titane
100,0.6237441487444312,2500,0.03268372701053913,0.019970080756576816,0.0006526966678263773,5.810229650505082e-08,0.006237441487444312,69000000000.0,Verre
100,0.6011432410846161,7850,0.02407468252022745,0.04197334343344486,0.0010104949174726586,4.8806090934977125e-08,0.0060114324108461615,210000000000.0,Acier de construction
100,0.8124596165012075,7800,0.03873734313015668,0.030586532552536454,0.0011848410066493116,1.4816256621063223e-07,0.008124596165012075,203000000000.0,Acier inoxydable
100,0.8042716587508764,8900,0.05606644784020945,0.07298575376175868,0.004092051956362014,1.0719288917065324e-06,0.008042716587508764,124000000000.0,Cuivre
100,0.9513529836571798,2700,0.04823745750236089,0.08401881351696905,0.00405285394642358,7.85866046025053e-07,0.009513529836571798,69000000000.0,Aluminium
100,0.12144957096092457,7800,0.010927883092562575,0.003315901028786714,3.623577878908918e-05,3.60602251630239e-10,0.0012144957096092456,203000000000.0,Acier inoxydable
100,0.48645074508859143,2500,0.03326008916493784,0.008130863406091237,0.00027043324187452474,2.4930193344070104e-08,0.004864507450885914,69000000000.0,Verre
100,0.6335951317792312,2700,0.048611027187802726,0.04016840956047198,0.0019526276492348984,3.845101291189032e-07,0.006335951317792312,69000000000.0,Aluminium
100,0.19334998924918032,7800,0.0037888258868551674,0.010575190293953853,4.006755474415186e-05,4.7931485500629275e-11,0.001933499892491803,203000000000.0,Acier inoxydable
100,0.2559959413612866,2500,0.012638858334601061,0.009495758863105113,0.00012001555105031796,1.5976144113782806e-09,0.0025599594136128663,69000000000.0,Verre
100,0.23626473323425562,8900,0.00459529371820281,0.008191750521390118,3.7643499712028605e-05,6.624228393624464e-11,0.002362647332342556,124000000000.0,Cuivre
100,0.9769212384587216,2700,0.03806246435715645,0.02129517223150909,0.0008105467340413225,9.785671232298573e-08,0.009769212384587216,69000000000.0,Aluminium
100,0.44815477823696304,7800,0.023091158093030608,0.03615854290393647,0.0008349426306084271,3.709939429868529e-08,0.004481547782369631,203000000000.0,Acier inoxydable
100,0.5669684808781333,2500,0.02473121537707655,0.048831486608968556,0.0012076620125092308,6.155382971977945e-08,0.005669684808781333,69000000000.0,Verre
100,0.957258214772131,4510,0.02336379687283327,0.08396316081217112,0.0019616982340166004,8.923552819772453e-08,0.00957258214772131,114000000000.0,Titane
100,0.8211672634399274,2500,0.04444585000721872,0.04880945659158421,0.002169377786603405,3.571218111313282e-07,0.008211672634399274,69000000000.0,Verre
100,0.2299643011420538,7850,0.007533314957627565,0.02181264043585811,0.00016432149046080176,7.771151390823227e-10,0.0022996430114205378,210000000000.0,Acier de construction
100,0.6396496383563244,2400,0.046739159990530944,0.03499807873390985,0.0016357808013054112,2.9778695325376613e-07,0.0063964963835632434,30000000000.0,Beton
100,0.7638645927863456,2500,0.057441433981442455,0.036572427922183806,0.0021007727040331836,5.776281717167068e-07,0.007638645927863456,69000000000.0,Verre
100,0.8330450400403648,2400,0.05960945007107007,0.008653031907419858,0.0005158024734487202,1.5273283208804902e-07,0.00833045040040365,30000000000.0,Beton
100,0.815725879080014,7800,0.04081598487172453,0.02510850291381604,0.001024828275081967,1.4227559603096415e-07,0.008157258790800141,203000000000.0,Acier inoxydable
100,0.5750262375084407,7800,0.009062046106012045,0.011176946658842331,0.00010128600594686649,6.931396370925396e-10,0.005750262375084407,203000000000.0,Acier inoxydable
100,0.21779390048037517,2700,0.02124938338743175,0.018440324890430602,0.00039184553338556026,1.4744373341747616e-08,0.002177939004803752,69000000000.0,Aluminium
100,0.807293210395003,8900,0.07131742496829177,0.024464053409062426,0.001744713293421092,7.394931097337089e-07,0.00807293210395003,124000000000.0,Cuivre
100,0.8327443631806969,2700,0.030292248586677912,0.07042872931107544,0.0021334445759349464,1.6314100866149794e-07,0.008327443631806968,69000000000.0,Aluminium
100,0.6786675059453541,7800,0.04014381985786817,0.050532346293994834,0.002028561406621541,2.7242333356001125e-07,0.006786675059453541,203000000000.0,Acier inoxydable
100,0.10581488176300044,4510,0.008031495681192786,0.0012720864885073554,1.0216757138550522e-05,5.491926093961902e-11,0.0010581488176300044,114000000000.0,Titane
100,0.6611202996921948,2400,0.06233998792317101,0.05691370479944455,0.003547999669860293,1.1490416002854182e-06,0.006611202996921948,30000000000.0,Beton
100,0.79645016681086,7800,0.06436342640927897,0.06655007080783161,0.004283390584972175,1.478715902516707e-06,0.0079645016681086,203000000000.0,Acier inoxydable
100,0.6051601531415023,7800,0.03967591794923697,0.03838837189872041,0.0015230938936584251,1.998018006453847e-07,0.006051601531415023,203000000000.0,Acier inoxydable
100,0.6916471257243966,2400,0.007325350029757096,0.05936278643013551,0.00043485318934245726,1.944545800832529e-09,0.006916471257243966,30000000000.0,Beton
100,0.6423664483980654,2400,0.028890306784693478,0.04786779575658829,0.0013829153045148844,9.618750153694425e-08,0.006423664483980654,30000000000.0,Beton
100,0.8576864305774224,7850,0.042270745431805756,0.07623041301784578,0.0032223163828387705,4.798071841727121e-07,0.008576864305774224,210000000000.0,Acier de construction
100,0.823214707463685,2500,0.03327242654961548,0.01719351761564942,0.0005720700519962151,5.277605417918156e-08,0.00823214707463685,69000000000.0,Verre
100,0.854725240378778,8900,0.07601706333562791,0.05530949264262568,0.004204465205275922,2.0246580886980723e-06,0.00854725240378778,124000000000.0,Cuivre
100,0.7736257711702085,4510,0.051242698033799904,0.035245807641915636,0.00180609027795208,3.952047767450093e-07,0.007736257711702085,114000000000.0,Titane
100,0.15720341374470415,4510,0.00885927773149634,0.010487591570298981,9.291248645577849e-05,6.077003267251018e-10,0.0015720341374470415,114000000000.0,Titane
100,0.6758020636521026,2400,0.01868338996371127,0.05796260806143404,0.0010829380097255265,3.150167947281091e-08,0.006758020636521026,30000000000.0,Beton
100,0.37631876782385065,2700,0.007784425452774253,0.025834981203357303,0.00020111048525135898,1.0155623592717747e-09,0.0037631876782385065,69000000000.0,Aluminium
100,0.7684836506749508,4510,0.047663449328742155,0.01818353704867215,0.0008666900967366906,1.6407919807177604e-07,0.007684836506749508,114000000000.0,Titane
100,0.23899311478530597,7850,0.012112493816662599,0.009299706204138478,0.00011264263389440613,1.377173596063073e-09,0.0023899311478530597,210000000000.0,Acier de construction
100,0.4011840109397281,2700,0.03833618434062258,0.02166860294090121,0.0008306915567461453,1.0173638917627669e-07,0.004011840109397281,69000000000.0,Aluminium
100,0.3432321022005258,2400,0.025312035881453546,0.029009206572533173,0.0007342820776564577,3.9204492558187337e-08,0.003432321022005258,30000000000.0,Beton
100,0.9876513667039433,7850,0.021687670152661983,0.03985827537872196,0.0008644331292676903,3.388253968322949e-08,0.009876513667039432,210000000000.0,Acier de construction
100,0.6951810863893376,2400,0.06254826185096221,0.06499160013373059,0.0040651116232776115,1.3253229561104189e-06,0.006951810863893376,30000000000.0,Beton
100,0.6011213610181253,7800,0.014712315873648397,0.028992028355637182,0.00042653987898590536,7.693792629905399e-09,0.006011213610181253,203000000000.0,Acier inoxydable
100,0.4729250864676132,4510,0.008173048762771152,0.026533331287772667,0.0002168582104537275,1.2071543498334615e-09,0.004729250864676132,114000000000.0,Titane
100,0.27710831306250605,2400,0.024319484528867386,0.0034173568299593563,8.310835655581586e-05,4.096115359587582e-09,0.0027710831306250604,30000000000.0,Beton
100,0.7154270815471955,2400,0.012523061079058574,0.05250478999863836,0.000657520692096092,8.593086352907055e-09,0.007154270815471955,30000000000.0,Beton
100,0.9545103967069292,2400,0.06184039185172445,0.07920782752684793,0.004898243091984083,1.5610023406628511e-06,0.009545103967069292,30000000000.0,Beton
100,0.2786246718820053,4510,0.020648125151369115,0.025788252722765845,0.0005324790696548045,1.8918318952702547e-08,0.002786246718820053,114000000000.0,Titane
100,0.4630783954419214,8900,0.04550229202433399,0.01348142085258039,0.0006134355485370586,1.058410745349225e-07,0.004630783954419214,124000000000.0,Cuivre
100,0.951076666778353,7850,0.06941090761470388,0.016737905305702443,0.001161793198837774,4.664477797891479e-07,0.00951076666778353,210000000000.0,Acier de construction
100,0.3581537623187525,4510,0.01014870575657457,0.03570300647417931,0.0003623393073315227,3.1099651753831996e-09,0.003581537623187525,114000000000.0,Titane
100,0.8821395112901221,7800,0.0816036378609943,0.04500385553413247,0.00367247832935585,2.0379664749761834e-06,0.00882139511290122,203000000000.0,Acier inoxydable
100,0.43607970945604313,8900,0.009655475900804157,0.0429951528050481,0.0004151386617605342,3.2252196966562134e-09,0.004360797094560431,124000000000.0,Cuivre
100,0.18020091954577427,7850,0.01718351214577851,0.014873585430319016,0.0002555804358931611,6.2888354136563e-09,0.0018020091954577427,210000000000.0,Acier de construction
100,0.924239504637931,4510,0.03852372301149436,0.0692162416449958,0.002666467321028479,3.2977028734334237e-07,0.00924239504637931,114000000000.0,Titane
100,0.8639618715398626,2500,0.016119465365441864,0.05932221564524975,0.0009562424004948768,2.070560942694686e-08,0.008639618715398626,69000000000.0,Verre
100,0.9981933003275633,7800,0.09264118107212418,0.045417721807019806,0.004207551389807485,3.0092366973631255e-06,0.009981933003275633,203000000000.0,Acier inoxydable
100,0.8263164825154805,7850,0.01354459125365699,0.01857006365367951,0.00025152392174348105,3.84529671431105e-09,0.008263164825154806,210000000000.0,Acier de construction
100,0.22936131089166098,8900,0.015125922947487849,0.01685880676541713,0.00025500501212028637,4.861958393264159e-09,0.00229361310891661,124000000000.0,Cuivre
100,0.7302283287376875,2500,0.020855441581242425,0.03572799788769185,0.0007451231727615101,2.7007575780649807e-08,0.0073022832873768755,69000000000.0,Verre
100,0.1514485278678086,2500,0.010973555084215193,0.013146832700588248,0.00014426749282286672,1.4477112004423083e-09,0.0015144852786780861,69000000000.0,Verre
100,0.1053756724877814,2400,0.00359603171378196,0.002968038168306855,1.067315938094677e-05,1.1501613646774131e-11,0.0010537567248778141,30000000000.0,Beton
100,0.9523263548731652,2400,0.0924722068326938,0.05826733506649463,0.005388109059858764,3.839525672620968e-06,0.009523263548731653,30000000000.0,Beton
100,0.3440875859153938,2700,0.023374851474895823,0.02041545543734028,0.0004772082386401834,2.1728232854806584e-08,0.003440875859153938,69000000000.0,Aluminium
100,0.3268450211897035,2500,0.012116622337470472,0.02312261788998086,0.0002801680284265365,3.427681583571222e-09,0.003268450211897035,69000000000.0,Verre
100,0.9826696625155757,2500,0.04756363331246878,0.04048078487183608,0.001925413207844945,3.6298839887562874e-07,0.009826696625155758,69000000000.0,Verre
100,0.6430988268740498,7850,0.04573904269361977,0.033900381130828675,0.001550570979872955,2.703239637739799e-07,0.006430988268740498,210000000000.0,Acier de construction
100,0.9078929897772403,2500,0.09036167216884378,0.06369776707988953,0.0057558367467603466,3.916478435320806e-06,0.009078929897772403,69000000000.0,Verre
100,0.21218205011611058,2400,0.004707581664718373,0.01317243144905187,6.201029676931626e-05,1.145191956760123e-10,0.0021218205011611056,30000000000.0,Beton
100,0.1690604650166153,2400,0.012143224120523977,0.016734243865645457,0.00020320767374803632,2.4970479347913865e-09,0.0016906046501661532,30000000000.0,Beton
100,0.3973815398179398,2500,0.02142697896469467,0.010802048421926079,0.00023145526431222335,8.85539021951728e-09,0.003973815398179398,69000000000.0,Verre
100,0.9874209558670559,8900,0.05489782866413524,0.08292822186273839,0.004552579315242006,1.143369517564206e-06,0.00987420955867056,124000000000.0,Cuivre
100,0.9554719808358915,2400,0.05529014678204676,0.03683474954253396,0.0020365987088866323,5.188235772956465e-07,0.009554719808358914,30000000000.0,Beton
100,0.46196029322543464,2500,0.015153316919285151,0.0319482786954711,0.00048412239209811957,9.263803554338672e-09,0.004619602932254346,69000000000.0,Verre
100,0.5242495125239373,2400,0.025335875735013745,0.00597084268574946,0.00015127652831946404,8.092116820117922e-09,0.0052424951252393725,30000000000.0,Beton
100,0.3086593585602039,7850,0.00970265057825979,0.003866441482705896,3.7514730687983996e-05,2.943075272623763e-10,0.003086593585602039,210000000000.0,Acier de construction
100,0.7787461013167377,7800,0.06388139355243333,0.035630950577222986,0.002276154776470883,7.740505212744043e-07,0.007787461013167377,203000000000.0,Acier inoxydable
100,0.299835948465368,2500,0.02318414615531897,0.009641875044311457,0.00022353864023863938,1.0012754564323189e-08,0.00299835948465368,69000000000.0,Verre
100,0.9335966361205554,4510,0.011960885915535012,0.07266526834311199,0.0008691409846737003,1.0361811317384514e-08,0.009335966361205554,114000000000.0,Titane
100,0.1516008889206391,2500,0.00535337065452683,0.009207302363640492,4.9290102280868525e-05,1.1771535079438856e-10,0.0015160088892063911,69000000000.0,Verre
100,0.3140013225920294,8900,0.006739649746281752,0.011561557893348286,7.792085072252656e-05,2.9494911256410606e-10,0.003140013225920294,124000000000.0,Cuivre
100,0.875897257032782,2700,0.03474107469056569,0.0212751864357704,0.0007391228410208096,7.433988333624778e-08,0.00875897257032782,69000000000.0,Aluminium
100,0.4432945894906205,2700,0.032420419175840445,0.006786956944470458,0.0002200359890681135,1.9273017918060133e-08,0.004432945894906205,69000000000.0,Aluminium
100,0.8497412578373738,2400,0.08495894307172779,0.08366823310974357,0.007108364653682754,4.275694375851031e-06,0.008497412578373737,30000000000.0,Beton
100,0.5398833704904039,2700,0.016461031284867072,0.015443687501154314,0.00025421902311021174,5.740383138493368e-09,0.005398833704904039,69000000000.0,Aluminium
100,0.7304622585491873,2400,0.04894539098089368,0.06621610714911802,0.0032409732536463304,6.47020148563703e-07,0.007304622585491873,30000000000.0,Beton
100,0.5217478408170587,4510,0.036153626504703766,0.04273333347291416,0.001544964977680694,1.6828334157910387e-07,0.005217478408170587,114000000000.0,Titane
100,0.8000344322022442,2400,0.018638850352668386,0.03414208690294672,0.0006363692485118231,1.842324730275366e-08,0.008000344322022443,30000000000.0,Beton
100,0.9837742229684157,2700,0.045471115528549,0.06867716337280366,0.0031228272298977895,5.380689473032638e-07,0.009837742229684157,69000000000.0,Aluminium
100,0.4438871073417291,4510,0.021449804030755453,0.011524424694034146,0.0002471966512542313,9.477809920085364e-09,0.004438871073417291,114000000000.0,Titane
100,0.1044816524532696,2500,0.0033742379315711024,0.0056791499317902314,1.916280311892604e-05,1.818147855635298e-11,0.001044816524532696,69000000000.0,Verre
100,0.11855587292662874,2700,0.006489079398833468,0.01127057875944833,7.313568044086622e-05,2.5663402566588935e-10,0.0011855587292662873,69000000000.0,Aluminium
100,0.5426907283360295,8900,0.04526454008056132,0.047218405756209496,0.0021373194198921522,3.649256663866559e-07,0.005426907283360295,124000000000.0,Cuivre
100,0.5922075280348909,7800,0.05857139171541639,0.0069950628287791215,0.0004097105650183706,1.1712969269371988e-07,0.005922075280348909,203000000000.0,Acier inoxydable
100,0.9678715972923183,8900,0.07226807645795463,0.03652598040738782,0.0026396623447828556,1.1488415172002969e-06,0.009678715972923184,124000000000.0,Cuivre
100,0.8664041238769303,2400,0.009278385761666607,0.08525177159279033,0.0007909988237033995,5.674654718934612e-09,0.008664041238769304,30000000000.0,Beton
100,0.3602711622925303,8900,0.03156230725308684,0.008936242997608632,0.0002820484471787694,2.3414233959222807e-08,0.003602711622925303,124000000000.0,Cuivre
100,0.705529172852069,8900,0.007533071071010589,0.06554529052825053,0.0004937573319193484,2.33494384979511e-09,0.00705529172852069,124000000000.0,Cuivre
100,0.5878405727667027,4510,0.032887133978057294,0.022554577875636785,0.0007417554244145938,6.685463777263702e-08,0.005878405727667026,114000000000.0,Titane
100,0.4284256548705645,8900,0.015572837829069678,0.01208707840975005,0.00018823011190228695,3.80402512210306e-09,0.004284256548705645,124000000000.0,Cuivre
100,0.32283840631824545,7850,0.026327044490819775,0.004591681678709143,0.00012088540784305763,6.982273376784464e-09,0.0032283840631824544,210000000000.0,Acier de construction
100,0.24303967891303363,2400,0.005312471892021766,0.01775775710499726,9.433758548564776e-05,2.218690894190595e-10,0.002430396789130336,30000000000.0,Beton
100,0.6715439626701658,7800,0.022325174942654576,0.02622178138213247,0.0005854058566641501,2.4314512050280746e-08,0.006715439626701658,203000000000.0,Acier inoxydable
100,0.3030413898593698,2500,0.003110568385882885,0.015095059465541977,4.695421475653707e-05,3.785932298146036e-11,0.0030304138985936977,69000000000.0,Verre
100,0.5273287237566066,7850,0.025954468168851778,0.017799146194028826,0.00046196737332566046,2.593309355266089e-08,0.0052732872375660655,210000000000.0,Acier de construction
100,0.17712255894038853,7800,0.009659362875231213,0.011847524473577273,0.00011443953806346553,8.897987949687029e-10,0.0017712255894038853,203000000000.0,Acier inoxydable
100,0.9109179023898732,2700,0.08957445224538763,0.07835676414272366,0.007018764227805502,4.692969482931847e-06,0.009109179023898732,69000000000.0,Aluminium
100,0.6289657493695757,2700,0.060409375803645735,0.04208524235753846,0.00254234322136405,7.731462100373186e-07,0.006289657493695758,69000000000.0,Aluminium
100,0.23443959456553887,4510,0.021417538865263666,0.009612775733936079,0.00020588199788463944,7.870027597530332e-09,0.0023443959456553886,114000000000.0,Titane
100,0.37066993519337643,2500,0.006505712661499425,0.012601409443345384,8.198114896831048e-05,2.89149543043259e-10,0.003706699351933764,69000000000.0,Verre
100,0.12143469844395931,8900,0.005995327344542173,0.0015207508949607396,9.117399424795105e-06,2.7309612397089038e-11,0.001214346984439593,124000000000.0,Cuivre
100,0.44820749403900273,4510,0.037306969043887105,0.023776157381134033,0.0008870163674005553,1.0287984970150232e-07,0.004482074940390027,114000000000.0,Titane
100,0.9152873531594505,2500,0.0761160107280873,0.020374340316606017,0.0015508135061164852,7.487388462949294e-07,0.009152873531594505,69000000000.0,Verre
100,0.5060556443531448,7800,0.021329274607170327,0.011401255719787938,0.0002431805141139283,9.219337154335936e-09,0.005060556443531448,203000000000.0,Acier inoxydable
100,0.6853036458198115,2400,0.011760464695857112,0.02260965406096103,0.0002659000383694746,3.064686949772064e-09,0.006853036458198115,30000000000.0,Beton
100,0.2602627160638529,2700,0.013993421266125855,0.008095381385013074,0.00011328208203044132,1.8485354921678866e-09,0.0026026271606385287,69000000000.0,Aluminium
100,0.8488808278988278,4510,0.04121125960370539,0.023198309809244436,0.0009560315679159577,1.353077786385207e-07,0.008488808278988277,114000000000.0,Titane
100,0.6658894110452411,7850,0.03389409995792249,0.04422114657949003,0.0014988359624191771,1.4348981332577647e-07,0.006658894110452411,210000000000.0,Acier de construction
100,0.11729093712937297,2700,0.006485824046162012,0.007411922570781672,4.8072425637866725e-05,1.6851754178291588e-10,0.0011729093712937297,69000000000.0,Aluminium
100,0.5926237476844329,7850,0.0199781630602109,0.041637251034946914,0.0008318357905551044,2.766734358013674e-08,0.00592623747684433,210000000000.0,Acier de construction
100,0.9373668167963073,4510,0.03230673258893199,0.038747695247028605,0.0012518114287831843,1.0887890388911451e-07,0.009373668167963072,114000000000.0,Titane
100,0.3275572995365966,2700,0.015051288433927038,0.011756203680184136,0.00017694601247844597,3.340464731736422e-09,0.0032755729953659663,69000000000.0,Aluminium
100,0.8781642609373356,8900,0.033347141943530036,0.06278258090729022,0.0020936196370965657,1.9401431435468926e-07,0.008781642609373357,124000000000.0,Cuivre
100,0.6459198802106766,2500,0.029758266577125412,0.05472211310801203,0.001628435229531831,1.201723359125967e-07,0.006459198802106766,69000000000.0,Verre
100,0.6342371847401451,8900,0.02465460289336837,0.04802003794233533,0.0011839149663927595,5.997017115529023e-08,0.006342371847401451,124000000000.0,Cuivre
100,0.11036823825218967,2400,0.003244405390879405,0.0077081778847568234,2.5008453883162447e-05,2.1936928790797798e-11,0.0011036823825218967,30000000000.0,Beton
100,0.1853607387960573,2700,0.013664234117800522,0.009927853228555588,0.00013565651080214532,2.1107168895774384e-09,0.001853607387960573,69000000000.0,Aluminium
100,0.34729889170622585,7800,0.030579765106262636,0.02710130503168536,0.0008287515419421119,6.458198562863212e-08,0.0034729889170622584,203000000000.0,Acier inoxydable
100,0.389402336219436,4510,0.00509414242130659,0.005168658663049946,2.6329883356696535e-05,5.693900250067168e-11,0.00389402336219436,114000000000.0,Titane
100,0.4748671590585365,2500,0.03561834279511855,0.022970281894021758,0.000818163374601772,8.649802806813129e-08,0.004748671590585365,69000000000.0,Verre
100,0.44128489069174504,2400,0.042273957174702184,0.03183151615655693,0.0013456441508081284,2.003986484236645e-07,0.0044128489069174505,30000000000.0,Beton
100,0.24732428494748715,7850,0.015300969375634405,0.0053188553477292715,8.138364278903487e-05,1.5877925909469563e-09,0.0024732428494748716,210000000000.0,Acier de construction
100,0.12229351829539636,4510,0.008038217144258673,0.00153977320161534,1.2377031347494492e-05,6.66430266828525e-11,0.0012229351829539637,114000000000.0,Titane
