NbElts,L_tot,rho,h,b,S,I,L,E,Mat,nu
10,0.14672950155232095,2400,0.011404129994659182,0.003154753146758211,3.597721498669076e-05,3.8991560228496167e-10,0.014672950155232095,30000000000.0,Beton,0.3
10,0.2752252210308744,2700,0.02041573853119281,0.01781786147941841,0.00036376480114881855,1.2634836233071221e-08,0.02752252210308744,69000000000.0,Aluminium,0.3
10,0.625110430163554,2700,0.014971144861632174,0.03778115781276482,0.0005656271866550884,1.0564745868939757e-08,0.0625110430163554,69000000000.0,Aluminium,0.3
10,0.6122228412449083,7850,0.013689649874307205,0.04851478976488297,0.0006641504856068706,1.03721772556005e-08,0.061222284124490836,210000000000.0,Acier de construction,0.3
10,0.4811385869871907,2400,0.013349738149772776,0.034936926634725966,0.0004663988223314138,6.926625280309604e-09,0.04811385869871907,30000000000.0,Beton,0.3
10,0.5296523179307622,4510,0.009145549835629381,0.01647743405510401,0.00015069519431425046,1.0503590894916179e-09,0.05296523179307622,114000000000.0,Titane,0.3
10,0.9912471837877065,2400,0.08240977320231281,0.06329473618601367,0.005216104853989608,2.952041814496452e-06,0.09912471837877065,30000000000.0,Beton,0.3
10,0.6077271741257534,4510,0.029177698071347957,0.03059080322787953,0.0008925692203430854,6.332317939131839e-08,0.06077271741257534,114000000000.0,Titane,0.3
10,0.38679014909297893,2500,0.03118776522898798,0.009403330149170405,0.00029326885306299113,2.3771315016981792e-08,0.03867901490929789,69000000000.0,Verre,0.3
10,0.4416799518479897,7850,0.02605403436299125,0.043246230474439915,0.001126738774850897,6.373704978117536e-08,0.04416799518479897,210000000000.0,Acier de construction,0.3
10,0.2703175534628024,2400,0.02174408574982334,0.00931370502243043,0.00020251800065628755,7.979298082245098e-09,0.027031755346280238,30000000000.0,Beton,0.3
10,0.45900055975234344,7800,0.0183215196952244,0.018500671310360275,0.0003389604137876388,9.481798519382505e-09,0.04590005597523435,203000000000.0,Acier inoxydable,0.3
10,0.2348898171919641,4510,0.008933339886644388,0.0050939596007832265,4.5506072482631924e-05,3.026326801202515e-10,0.02348898171919641,114000000000.0,Titane,0.3
10,0.11466689801392618,2700,0.006986555325344793,0.0024521993124524697,1.7132426165221644e-05,6.96889350332483e-11,0.011466689801392618,69000000000.0,Aluminium,0.3
10,0.2305675373128319,4510,0.019725434699578843,0.01083722189472972,0.0002137689128093372,6.931328274885137e-09,0.02305675373128319,114000000000.0,Titane,0.3
10,0.2728279962679393,2400,0.018179271921369436,0.02186510824923011,0.00039749174845293215,1.0947119099772665e-08,0.02728279962679393,30000000000.0,Beton,0.3
10,0.41953219716803225,8900,0.030977985930105027,0.033112028071418935,0.0010257439397136584,8.20283678029625e-08,0.04195321971680323,124000000000.0,Cuivre,0.3
10,0.6638776924953815,2400,0.02758753512572939,0.023028684294897024,0.0006353046368848044,4.029271921007519e-08,0.06638776924953815,30000000000.0,Beton,0.3
10,0.7945569582278957,4510,0.04359977108155279,0.06682760821259866,0.0029136684199969985,4.6155907984070885e-07,0.07945569582278958,114000000000.0,Titane,0.3
10,0.9665403929801906,2700,0.030349897633433577,0.020741914081677797,0.0006295149691003956,4.832137421214348e-08,0.09665403929801905,69000000000.0,Aluminium,0.3
10,0.6805765774830396,2500,0.015426686490809208,0.022117020113189136,0.0003411923353970904,6.76648818449065e-09,0.06805765774830395,69000000000.0,Verre,0.3
10,0.9160750661421067,2500,0.07800256882538688,0.08278025885706199,0.006457072838881319,3.2739515650678425e-06,0.09160750661421066,69000000000.0,Verre,0.3
10,0.802003896634785,2700,0.029954230965271524,0.04029285119639051,0.0012069413709859984,9.024461080851903e-08,0.0802003896634785,69000000000.0,Aluminium,0.3
10,0.9790176188244271,2500,0.05959064742938483,0.08590738027901704,0.005119276409788992,1.514898519583574e-06,0.0979017618824427,69000000000.0,Verre,0.3
10,0.3268137867770453,2400,0.030465991809604413,0.020039209745844257,0.0006105143999878361,4.722210123301666e-08,0.03268137867770453,30000000000.0,Beton,0.3
10,0.8526844551844013,4510,0.07159412341800772,0.03597332989526768,0.002575479020278501,1.1000983734324158e-06,0.08526844551844012,114000000000.0,Titane,0.3
10,0.5620670196954964,4510,0.03356878171590312,0.047176846705965836,0.0015836692691171903,1.4871487260832223e-07,0.05620670196954965,114000000000.0,Titane,0.3
10,0.5716453784598392,7850,0.013725904633070968,0.040502086444912905,0.0005559277759832709,8.72808730066953e-09,0.05716453784598392,210000000000.0,Acier de construction,0.3
10,0.4475417330418964,8900,0.005754172538202223,0.039817151932891516,0.00022911476220166993,6.321753916937237e-10,0.04475417330418964,124000000000.0,Cuivre,0.3
10,0.9046478646054557,7800,0.013569515393117092,0.023237206166836447,0.0003153176267739226,4.838332149530699e-09,0.09046478646054557,203000000000.0,Acier inoxydable,0.3
10,0.6668519642552823,2500,0.06566596240263183,0.02275520396093734,0.00149424236776313,5.36933409166107e-07,0.06668519642552823,69000000000.0,Verre,0.3
10,0.20713690252802913,7850,0.004635223712934278,0.0041431919355457624,1.920462150687979e-05,3.4384752728361944e-11,0.020713690252802914,210000000000.0,Acier de construction,0.3
10,0.2202027255762265,4510,0.013263637459755218,0.004151872613296391,5.5068933121849804e-05,8.073292768717542e-10,0.02202027255762265,114000000000.0,Titane,0.3
10,0.7492581351093841,2400,0.010799277952084532,0.030780619350376986,0.0003324084639020327,3.230578256860409e-09,0.07492581351093841,30000000000.0,Beton,0.3
10,0.7249114355591179,2700,0.03591062043644665,0.049634284655694166,0.0017823979569051812,1.9154430622478778e-07,0.07249114355591178,69000000000.0,Aluminium,0.3
10,0.3430060267243155,2500,0.007413705543091007,0.019525227669994857,0.00014475428860715478,6.630111908269775e-10,0.034300602672431554,69000000000.0,Verre,0.3
10,0.4891255529392915,8900,0.009878045854189936,0.009642162154677756,9.524571989744171e-05,7.744730294455753e-10,0.04891255529392915,124000000000.0,Cuivre,0.3
10,0.8276099632286772,2500,0.06612726950384099,0.07691332339920502,0.0050860680648553095,1.8533698876363164e-06,0.08276099632286772,69000000000.0,Verre,0.3
10,0.11665954289812598,2500,0.0013004482500934252,0.0028453003590955006,3.700165872975938e-06,5.214661190010212e-13,0.011665954289812598,69000000000.0,Verre,0.3
10,0.8655467303492046,8900,0.018953287834470874,0.053622670773232635,0.001016325913618147,3.042431922186769e-08,0.08655467303492045,124000000000.0,Cuivre,0.3
10,0.4432207763049243,2500,0.01936846677088414,0.021844572913530494,0.00042309588459987107,1.3226594545647287e-08,0.04432207763049243,69000000000.0,Verre,0.3
10,0.990194038531767,2500,0.05573333257003822,0.02061786688761312,0.0011491024321321208,2.9744558200356884e-07,0.0990194038531767,69000000000.0,Verre,0.3
10,0.9866718435337732,2400,0.048857321315117865,0.06758743938331181,0.0033021412428165167,6.568613433111086e-07,0.09866718435337732,30000000000.0,Beton,0.3
10,0.3531693548560314,7800,0.012464614043381573,0.019497285563915865,0.00024302613944780652,3.1465121489232974e-09,0.03531693548560314,203000000000.0,Acier inoxydable,0.3
10,0.3448878845152702,2700,0.020600487742041117,0.02854969406438966,0.0005881376226124832,2.0799491690071718e-08,0.03448878845152702,69000000000.0,Aluminium,0.3
10,0.9373414057963093,7800,0.06478340416547466,0.018449422014221437,0.001195216362966713,4.180159125414884e-07,0.09373414057963093,203000000000.0,Acier inoxydable,0.3
10,0.14889282289722733,8900,0.005685270612690887,0.0027793533307360835,1.580137581351839e-05,4.2561403342039534e-11,0.014889282289722732,124000000000.0,Cuivre,0.3
10,0.9576834274995585,7800,0.052788866083044075,0.05976837705477517,0.0031551048523454106,7.326848595465621e-07,0.09576834274995585,203000000000.0,Acier inoxydable,0.3
10,0.5010847785331562,8900,0.03372541165145855,0.02455846440185667,0.000828244321480307,7.850399165651404e-08,0.050108477853315625,124000000000.0,Cuivre,0.3
10,0.49934128667759214,2500,0.0314816857467279,0.01879703784099258,0.0005917624382794811,4.8874475297929506e-08,0.04993412866775922,69000000000.0,Verre,0.3
10,0.35329128308858426,2700,0.018196343243094784,0.02919553771495028,0.0005312520254279545,1.4658434600028176e-08,0.035329128308858426,69000000000.0,Aluminium,0.3
10,0.22536910196289342,2400,0.02162914205388311,0.01106528194250056,0.00023933255500061226,9.330375388343456e-09,0.022536910196289343,30000000000.0,Beton,0.3
10,0.8265137113144018,7850,0.028896956861144203,0.031142523805066494,0.0008999241669421629,6.262228175507867e-08,0.08265137113144018,210000000000.0,Acier de construction,0.3
10,0.5920463150128465,2700,0.011520609665247315,0.039538358803502524,0.00045550599857964745,5.038065149461394e-09,0.05920463150128465,69000000000.0,Aluminium,0.3
10,0.6095011993931937,2400,0.01290738102195868,0.012937638322784564,0.00016699102735647482,2.318398843543629e-09,0.06095011993931937,30000000000.0,Beton,0.3
10,0.44446867037329174,4510,0.03047855574228083,0.02506852976804324,0.0007640525819123322,5.91467340590939e-08,0.044446867037329175,114000000000.0,Titane,0.3
10,0.8188205088051654,7800,0.06901711308888558,0.050647410212399685,0.0034955380382883676,1.3875427257101278e-06,0.08188205088051655,203000000000.0,Acier inoxydable,0.3
10,0.9686488713907978,2500,0.061034902164934665,0.024975512168646068,0.001524377941732448,4.732252564288732e-07,0.09686488713907979,69000000000.0,Verre,0.3
10,0.9055438406513759,7800,0.08983887719705083,0.053779946726788486,0.0048315300296518865,3.249616177535846e-06,0.09055438406513759,203000000000.0,Acier inoxydable,0.3
10,0.4853809876200953,2500,0.014891526624234964,0.032885759651034505,0.0004897191654015722,9.049910812614588e-09,0.04853809876200953,69000000000.0,Verre,0.3
10,0.8824545634518449,8900,0.04912684421070366,0.03724658261275393,0.001829807061397866,3.6801183644932055e-07,0.08824545634518449,124000000000.0,Cuivre,0.3
10,0.9798110169745178,2500,0.0362471532316469,0.07506272127545018,0.002720809960055644,2.978960675248209e-07,0.09798110169745178,69000000000.0,Verre,0.3
10,0.46433946610704824,2500,0.041564795598884846,0.016905872895409024,0.0007026891513184036,1.0116570231012654e-07,0.046433946610704824,69000000000.0,Verre,0.3
10,0.10145948117013931,7850,0.0037530458102751794,0.005206858273702724,1.954157762881666e-05,2.2937501352182152e-11,0.010145948117013932,210000000000.0,Acier de construction,0.3
10,0.8204500105126495,4510,0.010433016782210605,0.051637329408325695,0.0005387331243055992,4.8866613728514225e-09,0.08204500105126496,114000000000.0,Titane,0.3
10,0.1770221267224868,2700,0.01682966264118695,0.002849098416822875,4.794936518666882e-05,1.1317550384479863e-09,0.01770221267224868,69000000000.0,Aluminium,0.3
10,0.12522539007025618,2400,0.012108118444366595,0.011220735016507258,0.00013586198861272164,1.6598545847367143e-09,0.012522539007025619,30000000000.0,Beton,0.3
10,0.24395438602069264,2500,0.0038728031181431734,0.014079090897367606,5.4525547127946434e-05,6.815059073447675e-11,0.024395438602069264,69000000000.0,Verre,0.3
10,0.7931050966371682,7800,0.05797453888625391,0.07728655486348963,0.004480652380317976,1.2549736628054038e-06,0.07931050966371682,203000000000.0,Acier inoxydable,0.3
10,0.6285810290279287,2500,0.04477629983711591,0.010637979145706576,0.0004763293438891438,7.958340100602422e-08,0.06285810290279287,69000000000.0,Verre,0.3
10,0.14814029743375037,2400,0.005488992911524045,0.003868963031763088,2.1236710656296168e-05,5.332014770194605e-11,0.014814029743375038,30000000000.0,Beton,0.3
10,0.8155267915209773,2700,0.04579907731208019,0.04322869868989267,0.0019798345133990136,3.4606772819131975e-07,0.08155267915209773,69000000000.0,Aluminium,0.3
10,0.6333275639348878,7800,0.04257935366185975,0.06290846370834474,0.0026786017245618798,4.046923804060748e-07,0.06333275639348877,203000000000.0,Acier inoxydable,0.3
10,0.18396587898105726,2400,0.016691045942576307,0.003841937837593022,6.41259609557874e-05,1.4887430440450293e-09,0.018396587898105728,30000000000.0,Beton,0.3
10,0.9293306649394869,4510,0.0690619414419358,0.04828161779367829,0.0033344222607889352,1.3253082956907466e-06,0.0929330664939487,114000000000.0,Titane,0.3
10,0.7986703849053968,7800,0.025543229193440774,0.04277229053390169,0.0010925424202358881,5.9403038880864666e-08,0.07986703849053968,203000000000.0,Acier inoxydable,0.3
10,0.8032222476662925,7850,0.01016292700784191,0.01394432673043181,0.00014171517473487733,1.2197553266876502e-09,0.08032222476662924,210000000000.0,Acier de construction,0.3
10,0.28247505326225997,2400,0.012251382962706654,0.007519981019664413,9.213016734419399e-05,1.1523670851368365e-09,0.028247505326225997,30000000000.0,Beton,0.3
10,0.9727500657983108,2400,0.03936616824971903,0.040292152916945,0.0015861476708718641,2.0483711968905726e-07,0.09727500657983108,30000000000.0,Beton,0.3
10,0.8562217702986287,4510,0.06938452884374442,0.046794605367262224,0.0032468216458364433,1.302574205490744e-06,0.08562217702986287,114000000000.0,Titane,0.3
10,0.43946225792780425,4510,0.01001527926959891,0.025126892231691914,0.0002516528428775099,2.103520372522519e-09,0.04394622579278042,114000000000.0,Titane,0.3
10,0.6724009816634707,2700,0.05498886077509934,0.019903825784481605,0.0010944887049546914,2.7579061459606017e-07,0.06724009816634707,69000000000.0,Aluminium,0.3
10,0.3107082841425476,2500,0.0273910532350514,0.017028411096129528,0.00046642611484242386,2.9162118887509027e-08,0.031070828414254757,69000000000.0,Verre,0.3
10,0.13051303560609473,7850,0.010130146992256138,0.0024249444337083466,2.456504356151887e-05,2.1007181461906717e-10,0.013051303560609472,210000000000.0,Acier de construction,0.3
10,0.40984779289793305,4510,0.008076478828333122,0.004399021887348772,3.552860713854637e-05,1.9312613700230553e-10,0.040984779289793306,114000000000.0,Titane,0.3
10,0.23934822466499614,4510,0.005530293839665274,0.003374705301367153,1.866311193883651e-05,4.7566284510645085e-11,0.023934822466499615,114000000000.0,Titane,0.3
10,0.15309279586982016,2400,0.012837394910754122,0.0087140356437951,0.00011186551682578524,1.5362743877691994e-09,0.015309279586982017,30000000000.0,Beton,0.3
10,0.8343394029972866,2400,0.06191231463783886,0.05799540857225862,0.0035906299830756926,1.1469473663904359e-06,0.08343394029972866,30000000000.0,Beton,0.3
10,0.4379473978548859,2400,0.008630962441810714,0.037073863015467376,0.0003199831192593342,1.986388879112866e-09,0.04379473978548859,30000000000.0,Beton,0.3
10,0.3767623033783515,4510,0.017205795729390475,0.014133774755764737,0.0002431828413329038,5.999308671943083e-09,0.03767623033783515,114000000000.0,Titane,0.3
10,0.483137307014056,2500,0.03448610839201256,0.011305326510309747,0.00038987671544163507,3.863976089928721e-08,0.0483137307014056,69000000000.0,Verre,0.3
10,0.15674414757193633,2500,0.008971760091160458,0.0030283058885538883,2.7169233914753985e-05,1.8224324949601293e-10,0.015674414757193632,69000000000.0,Verre,0.3
10,0.6487805084977795,7800,0.03612120128785519,0.03918958759658328,0.0014155749819642178,1.5391324798782627e-07,0.06487805084977795,203000000000.0,Acier inoxydable,0.3
10,0.5152569951070942,2700,0.04053872877076049,0.01576648948244103,0.0006391534407957248,8.753145281141455e-08,0.05152569951070942,69000000000.0,Aluminium,0.3
10,0.7627740468792518,2700,0.023322592313786285,0.016061452452956846,0.0003745947075275752,1.697985716319012e-08,0.07627740468792518,69000000000.0,Aluminium,0.3
10,0.9098530016437468,4510,0.047524668614028556,0.03742785223410415,0.001778746274360628,3.347888240390462e-07,0.09098530016437469,114000000000.0,Titane,0.3
10,0.7395485706572141,4510,0.02639539902416127,0.020464519735285645,0.0005401691642506878,3.136209066937881e-08,0.07395485706572141,114000000000.0,Titane,0.3
10,0.49758406919129927,4510,0.005469179519299878,0.0397642654639605,0.00021747790627549624,5.420985614829002e-10,0.04975840691912993,114000000000.0,Titane,0.3
10,0.844507414689311,8900,0.05549003239189072,0.019895069813263746,0.0011039780683769326,2.832755923749097e-07,0.0844507414689311,124000000000.0,Cuivre,0.3
10,0.4725572142418857,2400,0.017431495042803093,0.0424569430707908,0.0007400879926710629,1.8740077630578296e-08,0.04725572142418857,30000000000.0,Beton,0.3
10,0.8583055711423994,2400,0.013853579755122842,0.019369172601081154,0.0002683323774198179,4.291566544551021e-09,0.08583055711423994,30000000000.0,Beton,0.3
10,0.947875383987229,7850,0.08385669528688527,0.03505992076679674,0.002940009092523615,1.7228319375646194e-06,0.0947875383987229,210000000000.0,Acier de construction,0.3
10,0.8628557953794149,2700,0.07660292500578245,0.02574969072280389,0.0019725016273610383,9.645546304138501e-07,0.0862855795379415,69000000000.0,Aluminium,0.3
10,0.4085229286284945,2500,0.008473924686427318,0.02075815997944038,0.00017590308429458744,1.0525952552727853e-09,0.04085229286284945,69000000000.0,Verre,0.3
10,0.43494121821126874,2500,0.022531819648656245,0.01195926217648197,0.00026946393849148787,1.1400186070337041e-08,0.04349412182112687,69000000000.0,Verre,0.3
10,0.995215051883871,2400,0.04188111727468226,0.028863308655112052,0.0012088276147200993,1.7669312202195017e-07,0.09952150518838711,30000000000.0,Beton,0.3
10,0.5414469716845777,7800,0.019574973057775284,0.03999397936155941,0.0007828810684757463,2.4998669278844968e-08,0.05414469716845777,203000000000.0,Acier inoxydable,0.3
10,0.4655310180598945,2500,0.01975241636990653,0.0053660537707843365,0.00010599252834383919,3.4461523194705793e-09,0.04655310180598945,69000000000.0,Verre,0.3
10,0.37461532747415394,7850,0.01455371753110417,0.03288019162870887,0.0004785290213328049,8.44646367464665e-09,0.03746153274741539,210000000000.0,Acier de construction,0.3
10,0.8518699288678777,7850,0.010626084170455888,0.011918376548252596,0.0001266456723769196,1.1916689165696533e-09,0.08518699288678777,210000000000.0,Acier de construction,0.3
10,0.2754018108773011,4510,0.025623369289913413,0.017759823895802964,0.000455066526205988,2.4898094809492767e-08,0.02754018108773011,114000000000.0,Titane,0.3
10,0.9566212386044648,7800,0.022917744329817538,0.06550321189286878,0.0015011858629426303,6.570477918739751e-08,0.09566212386044648,203000000000.0,Acier inoxydable,0.3
10,0.7991303435750794,2500,0.036631246372198015,0.010401548570891647,0.0003810216883527161,4.2606105898726853e-08,0.07991303435750793,69000000000.0,Verre,0.3
10,0.6710490396114855,2500,0.00989632505234099,0.02943106302785983,0.0002912593663596359,2.377095103707466e-09,0.06710490396114856,69000000000.0,Verre,0.3
10,0.4309800623863589,2500,0.03682066992219165,0.010640748089582389,0.0003917994731317045,4.426556107373885e-08,0.04309800623863589,69000000000.0,Verre,0.3
10,0.19783282589837892,4510,0.012116581818738573,0.007997155978143634,9.689819472639165e-05,1.1854812201321208e-09,0.019783282589837893,114000000000.0,Titane,0.3
10,0.5720512949806907,7800,0.008667560517527909,0.029982057578083407,0.00025987129849804416,1.6269373731300068e-09,0.05720512949806907,203000000000.0,Acier inoxydable,0.3
10,0.6586276272142306,7850,0.04836255463728313,0.060828355898904916,0.002941814685656893,5.733931922112962e-07,0.06586276272142307,210000000000.0,Acier de construction,0.3
10,0.5732921013431761,4510,0.050570328101930156,0.015062917546828012,0.0007617366825154135,1.6233612193056148e-07,0.05732921013431761,114000000000.0,Titane,0.3
10,0.2864078135666515,8900,0.017152403358508393,0.01155499737887305,0.00019819597584893778,4.8591862813097446e-09,0.028640781356665153,124000000000.0,Cuivre,0.3
10,0.864216480830622,2500,0.06207067657056607,0.06609576844942847,0.0041026090661075,1.3172003814529001e-06,0.0864216480830622,69000000000.0,Verre,0.3
10,0.38166369576897274,2400,0.004754681890120065,0.009138234192746564,4.3449396623928033e-05,8.185504200830479e-11,0.03816636957689727,30000000000.0,Beton,0.3
10,0.8399357031194276,8900,0.01580700470918825,0.05671665519665331,0.000896520435782905,1.8667154109115486e-08,0.08399357031194275,124000000000.0,Cuivre,0.3
10,0.6183545750332853,2500,0.03147192976368691,0.0587084274499337,0.001847667505240822,1.5250683972687034e-07,0.06183545750332853,69000000000.0,Verre,0.3
10,0.534942345644892,7850,0.01033656411285552,0.0517393764586692,0.0005348073819242018,4.761771512879294e-09,0.05349423456448919,210000000000.0,Acier de construction,0.3
10,0.48324326671804363,2400,0.030905699204899724,0.013229954566113113,0.0004088809963147815,3.2545640808387496e-08,0.04832432667180436,30000000000.0,Beton,0.3
10,0.18707654694494297,7850,0.007666886920385329,0.012318879553097354,9.444745651944437e-05,4.626442154787743e-10,0.018707654694494296,210000000000.0,Acier de construction,0.3
10,0.39404666365473817,2400,0.015239102846685879,0.016287238771763614,0.0002482029067314355,4.8033520386601824e-09,0.039404666365473816,30000000000.0,Beton,0.3
10,0.6978579812582619,2700,0.06063577484889854,0.029771922386215517,0.0018052435826294462,5.531111675228825e-07,0.06978579812582619,69000000000.0,Aluminium,0.3
10,0.69312089200352,2400,0.03278596506148096,0.035657803801042415,0.0011690755095901196,1.0472183900758525e-07,0.069312089200352,30000000000.0,Beton,0.3
10,0.9281966201325625,4510,0.08277371845572537,0.09023083991693742,0.007468742139308204,4.264333385864594e-06,0.09281966201325625,114000000000.0,Titane,0.3
10,0.6789066405709201,2700,0.030070305767091753,0.06141169009601467,0.0018466682988610415,1.3915004022935295e-07,0.06789066405709202,69000000000.0,Aluminium,0.3
10,0.9429671541443156,4510,0.07157347913198152,0.022165275786479095,0.0015864459039581767,6.772488536283123e-07,0.09429671541443156,114000000000.0,Titane,0.3
10,0.9430946505794967,2700,0.050199113975739534,0.0305024213643521,0.0015311945266051437,3.21544603817339e-07,0.09430946505794967,69000000000.0,Aluminium,0.3
10,0.4784595316068,7850,0.03475028188402767,0.04269811736182458,0.0014837716142407,1.4931466904333233e-07,0.04784595316068,210000000000.0,Acier de construction,0.3
10,0.6519810592398702,2700,0.007752198533947727,0.059282291892546794,0.0004595680962984625,2.3015393195181704e-09,0.06519810592398702,69000000000.0,Aluminium,0.3
10,0.6046320996957661,7850,0.03174129825553762,0.05716855250784888,0.0018146040759889944,1.5235264831021256e-07,0.06046320996957662,210000000000.0,Acier de construction,0.3
10,0.4917328278629376,2700,0.023922151143448,0.020000090152133197,0.00047844517950191624,2.281662460804053e-08,0.04917328278629376,69000000000.0,Aluminium,0.3
10,0.3199237973665693,2400,0.030597953503479464,0.019147081902749503,0.0005858615217876424,4.5708660035376774e-08,0.03199237973665693,30000000000.0,Beton,0.3
10,0.5432359139876378,8900,0.018675089274960494,0.015514412991922282,0.0002897330476727556,8.42058301818161e-09,0.05432359139876378,124000000000.0,Cuivre,0.3
10,0.2354115232986872,2700,0.011839609366003992,0.005821048343705332,6.891893849009567e-05,8.050671032709428e-10,0.02354115232986872,69000000000.0,Aluminium,0.3
10,0.4884133173268136,2700,0.03064497446026065,0.04245664184274235,0.001301082704939273,1.0182213178625527e-07,0.04884133173268136,69000000000.0,Aluminium,0.3
10,0.34605430479366994,2500,0.02052225326008242,0.027969012425744993,0.000573987156435531,2.0145173603278863e-08,0.034605430479367,69000000000.0,Verre,0.3
10,0.707511780374944,7800,0.0139591075104133,0.046776309482650144,0.0006529555330086785,1.0602729081148566e-08,0.0707511780374944,203000000000.0,Acier inoxydable,0.3
10,0.4312740740619856,8900,0.0233801794772992,0.020630621170257345,0.0004823476256887852,2.197225246110798e-08,0.04312740740619856,124000000000.0,Cuivre,0.3
10,0.6332406553916985,2700,0.007358797400490417,0.011611883358843385,8.544949707585464e-05,3.8560437922987734e-10,0.06332406553916985,69000000000.0,Aluminium,0.3
10,0.42874605259321696,8900,0.01867612843626692,0.00890501860400353,0.00016631127117571626,4.834083422673427e-09,0.0428746052593217,124000000000.0,Cuivre,0.3
10,0.46632681226733874,2400,0.017900291299444232,0.023827578234928995,0.00042652059136552627,1.138882589118187e-08,0.04663268122673388,30000000000.0,Beton,0.3
10,0.1372009836584521,7850,0.012882461343081212,0.008233869900541707,0.00010607251069768848,1.4669634669785487e-09,0.01372009836584521,210000000000.0,Acier de construction,0.3
10,0.18129636327261722,2400,0.016056629861875525,0.013626157406100493,0.00021879016590940954,4.7006221616686544e-09,0.018129636327261722,30000000000.0,Beton,0.3
10,0.9492196506829131,2700,0.015539350151607744,0.021988313257339284,0.0003416840989490338,6.875578233491041e-09,0.09492196506829131,69000000000.0,Aluminium,0.3
10,0.47621256200911566,4510,0.0367443204940774,0.006235200023444333,0.00022910818800611749,2.5777441232330835e-08,0.047621256200911566,114000000000.0,Titane,0.3
10,0.623304881497513,7850,0.03686914136180083,0.014880484847954248,0.0005486306993913605,6.214767794259151e-08,0.0623304881497513,210000000000.0,Acier de construction,0.3
10,0.8298064406894298,4510,0.03220325854801029,0.07278425696113786,0.00234389024514434,2.0256092109866802e-07,0.08298064406894298,114000000000.0,Titane,0.3
10,0.33367803752797814,8900,0.00493357400504344,0.01557436310120552,7.68372729412153e-05,1.5585257818739949e-10,0.03336780375279781,124000000000.0,Cuivre,0.3
10,0.736465369307038,7800,0.009269850082157546,0.026239225603642606,0.0002432336876176768,1.7417583414796944e-09,0.0736465369307038,203000000000.0,Acier inoxydable,0.3
10,0.9773988197357866,2700,0.013710263621547644,0.055388114206215776,0.0007593856472676064,1.1895227417971066e-08,0.09773988197357866,69000000000.0,Aluminium,0.3
10,0.28030171952671157,4510,0.025813863170395378,0.012326874180138177,0.0003182042434047666,1.7669763152383533e-08,0.028030171952671157,114000000000.0,Titane,0.3
10,0.915865644362677,2400,0.08789047823245044,0.07119861013665196,0.006257679894396135,4.028243848544355e-06,0.0915865644362677,30000000000.0,Beton,0.3
10,0.5346218556733864,7800,0.033756046160154415,0.008926262608809295,0.00030131533266062693,2.861166488956885e-08,0.05346218556733864,203000000000.0,Acier inoxydable,0.3
10,0.28852616621997607,7850,0.0064779248866763,0.01893995774031871,0.00012269162359860797,4.2904760637840495e-10,0.028852616621997607,210000000000.0,Acier de construction,0.3
10,0.505635999488699,2400,0.009188941159198908,0.04188107698386599,0.0003848427520886243,2.7079023976045545e-09,0.0505635999488699,30000000000.0,Beton,0.3
10,0.30961506058535315,2700,0.029332887875419433,0.02037324594750805,0.000597606139036597,4.284927207166575e-08,0.030961506058535315,69000000000.0,Aluminium,0.3
