NbElts,L_tot,rho,h,b,S,I,L,E,Mat
43,0.4968804253320098,2700,0.03151992479246825,0.04088058990508259,0.0012885531192799399,1.0668206798560969e-07,0.011555358728651391,69000000000.0,Aluminium
18,0.6130547307144131,7800,0.020825295914693908,0.011106424359804506,0.00023129457384709368,8.359235502967047e-09,0.03405859615080073,203000000000.0,Acier inoxydable
47,0.31892173176650823,8900,0.030634749071120314,0.02899333568159417,0.0008882035633403964,6.946402109162083e-08,0.006785568760989537,124000000000.0,Cuivre
12,0.8307548722463491,2400,0.028563050413924873,0.03953152532658572,0.0011291409508426158,7.676726799204291e-08,0.06922957268719576,30000000000.0,Beton
13,0.7826764928696364,2400,0.03870267928680386,0.025246287587821492,0.0009770989716938723,1.2196616613225502e-07,0.0602058840668951,30000000000.0,Beton
21,0.21369364187325687,8900,0.013279120971070965,0.005837996886868205,7.75234668894586e-05,1.1391753918292048e-09,0.010175887708250328,124000000000.0,Cuivre
33,0.10237507209651064,7800,0.005798944621939024,0.005448030055755231,3.159282459198395e-05,8.853299024376917e-11,0.003102274912015474,203000000000.0,Acier inoxydable
44,0.2627839858147577,4510,0.01491712421987735,0.02141217242802823,0.0003194080359263299,5.9229055166094955e-09,0.005972363313971766,114000000000.0,Titane
46,0.24304174675267665,7850,0.013951296760100628,0.0024335183979992112,3.395073734165167e-05,5.506772287456437e-10,0.00528351623375384,210000000000.0,Acier de construction
37,0.8845901447874358,2500,0.0445307900564336,0.027567044136528832,0.0012275822549202044,2.0285707384851557e-07,0.02390784175101178,69000000000.0,Verre
16,0.436583392653218,2500,0.008997567436881826,0.005389777244884961,4.849488423062357e-05,3.271635421699972e-10,0.027286462040826125,69000000000.0,Verre
20,0.708513037930204,7850,0.023214076704728238,0.029674934982921116,0.0006888762169013541,3.093590143814341e-08,0.0354256518965102,210000000000.0,Acier de construction
34,0.19505308627570012,4510,0.008807532654021104,0.0023724193193093925,2.0895160623847995e-05,1.3507438284972905e-10,0.005736855478697062,114000000000.0,Titane
30,0.7027780090559442,2700,0.06047280949563391,0.01744537505286842,0.0010549708421519963,3.21498908087297e-07,0.02342593363519814,69000000000.0,Aluminium
30,0.847159086954078,7800,0.055011365529029264,0.02018231520997339,0.001110256719237933,2.7999289759661706e-07,0.028238636231802602,203000000000.0,Acier inoxydable
48,0.8800514214255274,7800,0.05208682896347081,0.06477852042947004,0.0033741077141165054,7.628401338269799e-07,0.018334404613031822,203000000000.0,Acier inoxydable
35,0.10115760580690653,2500,0.0016140599530906768,0.005378080118982352,8.680543744562557e-06,1.8845384747406255e-12,0.002890217308768758,69000000000.0,Verre
35,0.12905765713909725,7800,0.006402895926265569,0.011565290446608829,7.405135108666977e-05,2.5299074053057237e-10,0.0036873616325456358,203000000000.0,Acier inoxydable
29,0.7816632755891468,7800,0.05863417771718228,0.051759836321214364,0.0030348954414703496,8.694891465697552e-07,0.026953906054798166,203000000000.0,Acier inoxydable
13,0.11605207548598641,7850,0.007777280415260043,0.01021972368507147,7.948165686527553e-05,4.0062789189735933e-10,0.008927082729691262,210000000000.0,Acier de construction
15,0.12432845058969627,8900,0.0063753505092546785,0.004843818007488172,3.08810376007767e-05,1.0459688997323266e-10,0.008288563372646418,124000000000.0,Cuivre
48,0.7746631661694021,7800,0.03363342279671506,0.0423519374118343,0.0014244406172322372,1.34278115090204e-07,0.016138815961862545,203000000000.0,Acier inoxydable
23,0.26231729482127664,2500,0.006901862460734983,0.0056010989847258014,3.865801482153984e-05,1.5345848386897602e-10,0.011405099774838114,69000000000.0,Verre
43,0.5612930035212981,2700,0.02048154008680288,0.007384746852005653,0.00015125098868024517,5.2874003541189226e-09,0.013053325663286002,69000000000.0,Aluminium
34,0.9855407260603108,7800,0.06239975441008146,0.022766929692484374,0.0014206508214826162,4.6096915002761673e-07,0.028986491942950318,203000000000.0,Acier inoxydable
29,0.5364998919932046,8900,0.04761673742432465,0.020743094626321814,0.0009877184901894854,1.8662559636968182e-07,0.018499996275627744,124000000000.0,Cuivre
16,0.7986622892441725,7800,0.06374932204502477,0.02645001881616591,0.0016861707676087256,5.71046469554797e-07,0.04991639307776078,203000000000.0,Acier inoxydable
15,0.4126489516807058,7800,0.017123824802280613,0.012796587714925369,0.0002191265260973984,5.354454831302549e-09,0.027509930112047054,203000000000.0,Acier inoxydable
27,0.8255336401493986,7850,0.05195422445658233,0.02351902074973059,0.0012219124830305204,2.748530674072307e-07,0.030575320005533282,210000000000.0,Acier de construction
39,0.2815362063059093,8900,0.026026453303114278,0.013898798949594473,0.00036173644183099435,2.0419306853944277e-08,0.007218877084766906,124000000000.0,Cuivre
20,0.9721926236051002,7850,0.0825643892614893,0.09656337590359536,0.007972696156507964,4.5290750010625456e-06,0.048609631180255006,210000000000.0,Acier de construction
43,0.9077186787385578,4510,0.08123929490192974,0.08415361214875079,0.006836580114414983,3.7600182439739907e-06,0.021109736714850183,114000000000.0,Titane
38,0.13316605362489697,2700,0.009668551259473648,0.011630231425570303,0.00011244748869766776,8.759742154989013e-10,0.003504369832234131,69000000000.0,Aluminium
23,0.8812266070135419,7850,0.009149371182409707,0.01509229544677666,0.0001380850130371516,9.632694636987522e-10,0.0383142003049366,210000000000.0,Acier de construction
20,0.6685725412133346,4510,0.012940034029930637,0.04995791482638384,0.0006464571179177832,9.020473033485235e-09,0.03342862706066673,114000000000.0,Titane
10,0.5550856528909598,2400,0.014239604181731513,0.04334288537950674,0.0006171855318983339,1.0428703628027935e-08,0.05550856528909598,30000000000.0,Beton
40,0.20576483470942614,2700,0.013193640058002469,0.01728688256467207,0.00022807690628324186,3.3084862250514217e-09,0.005144120867735654,69000000000.0,Aluminium
21,0.7559817930447492,7800,0.04942545237925913,0.03670780868143954,0.0018143000499314449,3.693424047158023e-07,0.035999133002130916,203000000000.0,Acier inoxydable
49,0.15944810531470682,4510,0.01352357268407444,0.012809724152410178,0.0001732332356380629,2.6401758257366265e-09,0.0032540429656062616,114000000000.0,Titane
20,0.4931091578048866,2700,0.019956665527605555,0.032689138181995016,0.0006523661970837544,2.1651408841525616e-08,0.024655457890244332,69000000000.0,Aluminium
25,0.45674441499396357,7850,0.035897579901684254,0.005459917110240793,0.00019599781072144186,2.1047490200389523e-08,0.018269776599758543,210000000000.0,Acier de construction
18,0.9401978053562832,2500,0.09095723723924946,0.010235193170743352,0.000930964893420849,6.418397041959695e-07,0.052233211408682395,69000000000.0,Verre
23,0.3820557898014898,4510,0.005717018986833708,0.03125602076719976,0.0001786912641789497,4.866999979227761e-10,0.016611121295716947,114000000000.0,Titane
41,0.49013020286152664,7800,0.026695569965350885,0.03135864182595325,0.0008371368168831136,4.971570379234896e-08,0.011954395191744552,203000000000.0,Acier inoxydable
43,0.6378150669225292,2500,0.03217698219969464,0.05161981925634455,0.0016609700053628533,1.433082406305302e-07,0.014832908533082074,69000000000.0,Verre
26,0.21136248325626067,4510,0.018349769479126476,0.017961764314736575,0.0003295942346138163,9.248250523065698e-09,0.008129326279086949,114000000000.0,Titane
44,0.22218831111725598,7850,0.009602575846861056,0.021343604049060695,0.00020495357672647605,1.5748882690250002e-09,0.005049734343573999,210000000000.0,Acier de construction
10,0.3667901588266428,7850,0.004507258281570827,0.006946844523489955,3.1311222509285044e-05,5.300827469957784e-11,0.03667901588266428,210000000000.0,Acier de construction
48,0.4912829958953362,2700,0.04779079686538341,0.030001494172066344,0.0014337953136352069,2.7289429371055493e-07,0.01023506241448617,69000000000.0,Aluminium
28,0.6903975866993083,2500,0.050676504322586434,0.013702925599680178,0.0006944163683842728,1.4861135781033853e-07,0.02465705666783244,69000000000.0,Verre
41,0.26260863729624695,7800,0.01893587423941553,0.017189339297248203,0.0003254951671913353,9.725994506071074e-09,0.006405088714542609,203000000000.0,Acier inoxydable
46,0.6156306213244984,2400,0.014083937509443114,0.034547142618415155,0.000486559797767578,8.042723809627131e-09,0.013383274376619531,30000000000.0,Beton
11,0.24360646357108506,8900,0.007060293307473632,0.007653598662547877,5.403665141527592e-05,2.2446708633379732e-10,0.022146042142825915,124000000000.0,Cuivre
22,0.7470285034069434,2400,0.020933657967563923,0.053267084403134414,0.0011150749258245747,4.072049532328963e-08,0.03395584106395197,30000000000.0,Beton
22,0.23873071110098798,2500,0.013234711163856478,0.01968621930682691,0.00026054142643418905,3.80298380311024e-09,0.010851395959135817,69000000000.0,Verre
13,0.5468267310774229,7800,0.03817833767455553,0.036824378437843766,0.001405893554655621,1.707675011873196e-07,0.0420635946982633,203000000000.0,Acier inoxydable
25,0.308468399187711,7800,0.019164788163016446,0.01930353776642405,0.0003699482120903045,1.1323162319858344e-08,0.012338735967508441,203000000000.0,Acier inoxydable
33,0.20198231234559694,4510,0.005150110456712183,0.007476218403668413,3.850335057739676e-05,8.510407679832954e-11,0.006120676131684755,114000000000.0,Titane
32,0.17554884637312632,2400,0.01196895519973969,0.011021604034654972,0.00013191708492005558,1.5748249348526691e-09,0.005485901449160197,30000000000.0,Beton
40,0.7586901552250657,7800,0.021230086846530584,0.057155699049478786,0.0012134204545946002,4.557572720926706e-08,0.01896725388062664,203000000000.0,Acier inoxydable
46,0.9961770418135093,2700,0.04403511091115124,0.09249423509261404,0.004072993900945356,6.581588156411274e-07,0.021656022648119767,69000000000.0,Aluminium
22,0.25528888139278527,4510,0.021780726802425723,0.007657419053598784,0.00016678415241812443,6.593534326766391e-09,0.011604040063308422,114000000000.0,Titane
42,0.8990626007425883,8900,0.07508663455196415,0.012609012602057195,0.0009467683213117792,4.4482352839926377e-07,0.021406252398633054,124000000000.0,Cuivre
31,0.6658412652470436,4510,0.03999942103442218,0.026086268061974872,0.0010434356194277332,1.391207218641357e-07,0.021478750491840115,114000000000.0,Titane
10,0.561021081184951,2400,0.04031398287716878,0.03817350020248165,0.0015389258335244441,2.0842406315829262e-07,0.0561021081184951,30000000000.0,Beton
34,0.5107930309280592,7800,0.030861482387242234,0.01631734620548967,0.0005035774925272533,3.996857189121762e-08,0.015023324439060563,203000000000.0,Acier inoxydable
37,0.7222894076374381,4510,0.03163525069805801,0.050717587168070344,0.0016044635848625154,1.3381080381537181e-07,0.01952133534155238,114000000000.0,Titane
42,0.9033000909594888,2700,0.050883601925056254,0.015346487333810202,0.0007808845524415163,1.6848501399507761e-07,0.02150714502284497,69000000000.0,Aluminium
17,0.5454163663020819,7850,0.021563250604245895,0.04800080085554249,0.0010350532980525635,4.01060534166709e-08,0.032083315664828346,210000000000.0,Acier de construction
46,0.1741846523841737,2400,0.014659728048471375,0.003705519579070888,5.432190930746534e-05,9.728493828148885e-10,0.0037866228779168194,30000000000.0,Beton
43,0.8076004243871545,7800,0.032513650545155495,0.019096707273488188,0.0006209036668533241,5.469837771596597e-08,0.01878140521830592,203000000000.0,Acier inoxydable
28,0.9516033917394672,2500,0.028873530340629304,0.0808489178367785,0.00233439368216727,1.6217825715460775e-07,0.03398583541926668,69000000000.0,Verre
50,0.6572207200762976,2700,0.06419697534058554,0.027284573062976273,0.0017515870641022922,6.015609221315405e-07,0.013144414401525951,69000000000.0,Aluminium
33,0.16013885942564504,2400,0.009887237730843467,0.00984287903320783,9.731888495726053e-05,7.928039976173766e-10,0.004852692709868031,30000000000.0,Beton
42,0.6519420259484435,2700,0.016783538907133303,0.014746982663302191,0.0002475065572923526,5.809951976781329e-09,0.015522429189248656,69000000000.0,Aluminium
14,0.9251962586879062,7800,0.05082678412949538,0.05773855941523036,0.0029346652953459564,6.317752302115014e-07,0.06608544704913616,203000000000.0,Acier inoxydable
13,0.648725044649197,2700,0.03440053571589349,0.04039685931505726,0.0013896736016775519,1.3704461443601277e-07,0.049901926511476694,69000000000.0,Aluminium
11,0.7410037528573573,2700,0.05905244442192599,0.026038591721100998,0.0015376424904355388,4.4683777911720383e-07,0.06736397753248703,69000000000.0,Aluminium
27,0.17142700955867426,2500,0.015078891831945287,0.004652066404434048,7.014800610748765e-05,1.3291467592597721e-09,0.0063491485021731206,69000000000.0,Verre
39,0.8428510613910629,2700,0.05539599936920359,0.015556115450853421,0.0008617465617027344,2.2037134206685936e-07,0.021611565676693922,69000000000.0,Aluminium
31,0.40155488291685437,8900,0.03524778020940898,0.009652975325069542,0.00034024595262489946,3.522696802617896e-08,0.012953383319898528,124000000000.0,Cuivre
38,0.49739268240908685,4510,0.03150777135230551,0.013536366927924887,0.00042650075410596746,3.5283684311639725e-08,0.013089281116028601,114000000000.0,Titane
31,0.24555775553744175,2700,0.006156978386254244,0.012703656472289368,7.821613832628448e-05,2.4708727638563675e-10,0.007921217920562638,69000000000.0,Aluminium
28,0.7833662599465192,2700,0.008122414787316236,0.03554314589799851,0.0002886961738296415,1.5871943532087226e-09,0.0279773664266614,69000000000.0,Aluminium
13,0.5259927753142128,4510,0.010095560424899307,0.03302901506523178,0.00033344641736595695,2.832081027279253e-09,0.04046098271647791,114000000000.0,Titane
23,0.6487554714139274,7850,0.056080194829217694,0.01791791406305846,0.0010048401115894982,2.633508621808965e-07,0.028206759626692498,210000000000.0,Acier de construction
45,0.9132112301719277,7850,0.03169852339706387,0.07660459768239035,0.002428252631957915,2.0332495565031658e-07,0.020293582892709505,210000000000.0,Acier de construction
35,0.8158533027415935,8900,0.08139928914232068,0.026033765136351673,0.0021191299757971575,1.1700854344678e-06,0.02331009436404553,124000000000.0,Cuivre
18,0.18629017388588445,7800,0.012319260194403553,0.004784700622593086,5.89439719220489e-05,7.454652564719373e-10,0.01034945410477136,203000000000.0,Acier inoxydable
22,0.5092533358481879,8900,0.008918371074215883,0.03152951858106575,0.000281191946497329,1.863771682484553e-09,0.023147878902190357,124000000000.0,Cuivre
35,0.20915757608017593,2400,0.01606454349599681,0.01080839475242059,0.00017363192762216424,3.734092897507343e-09,0.0059759307451478835,30000000000.0,Beton
35,0.21405296160186543,2400,0.020618061174115056,0.004193678158196219,8.646551281023981e-05,3.0630728309511703e-09,0.006115798902910441,30000000000.0,Beton
42,0.3982265694528374,2400,0.02332010008810429,0.037990593464348854,0.0008859444419950961,4.015004736722461e-08,0.00948158498697232,30000000000.0,Beton
38,0.22826184211183162,2400,0.0023107463422544173,0.017866485968648666,4.1284917100994776e-05,1.837023530935465e-11,0.006006890581890306,30000000000.0,Beton
27,0.8165817841640686,7850,0.03244548699913152,0.027436157599310538,0.0008901794946945536,7.809171028970878e-08,0.03024376978385439,210000000000.0,Acier de construction
19,0.11580862823442413,4510,0.0038843848525835114,0.008556038605271064,3.323494675643468e-05,4.1788640742600376e-11,0.006095190959706533,114000000000.0,Titane
36,0.2352863464888624,4510,0.0030515829362936474,0.012050101378742403,3.677188374797887e-05,2.853546722963131e-11,0.006535731846912845,114000000000.0,Titane
24,0.6836625371121835,2400,0.031897960901443506,0.0448270422586583,0.0014298912412940383,1.212404675858174e-07,0.028485939046340978,30000000000.0,Beton
50,0.34441604977549695,4510,0.02514354676024854,0.03122601675526833,0.0007851328124223936,4.1363279127742075e-08,0.006888320995509939,114000000000.0,Titane
43,0.371543527455256,7850,0.017832463217960108,0.02506796109157362,0.0004470234941147417,1.1846001317308023e-08,0.008640547150122233,210000000000.0,Acier de construction
12,0.746658778446157,8900,0.013198428329913716,0.030167148069933654,0.00039815894171891424,5.7798912118216595e-09,0.062221564870513085,124000000000.0,Cuivre
10,0.11157643059435857,2700,0.0020589071969817504,0.0019082556287224688,3.928921247657626e-06,1.3879237938432268e-12,0.011157643059435857,69000000000.0,Aluminium
25,0.1463925467929641,2700,0.006320308619315253,0.009876563736757486,6.24229309146448e-05,2.0779709919393165e-10,0.005855701871718564,69000000000.0,Aluminium
50,0.15719506952389206,7850,0.011952158486897513,0.00838034529061812,0.00010016321508839297,1.192393766077137e-09,0.003143901390477841,210000000000.0,Acier de construction
49,0.976423760746614,7850,0.08623669621229287,0.051918442298024704,0.004477274936270213,2.7747044966376537e-06,0.0199270155254411,210000000000.0,Acier de construction
22,0.49788053038106217,2400,0.03733977580179776,0.005690894902552703,0.00021249673977291164,2.4689621791401434e-08,0.02263093319913919,30000000000.0,Beton
23,0.7508661148765432,2400,0.057612474587173466,0.0625295693593617,0.0036024832256631267,9.964460280621201e-07,0.03264635282071927,30000000000.0,Beton
31,0.1835682607430137,4510,0.015666171170530943,0.01217755842014259,0.0001907757146490942,3.901823120443573e-09,0.005921556798161732,114000000000.0,Titane
30,0.3858180046727676,2700,0.00602439938903946,0.02149539307922453,0.0001294968329336433,3.916565668548535e-10,0.012860600155758921,69000000000.0,Aluminium
40,0.5037089450252507,2500,0.02140127335640914,0.04686485691637096,0.0010029676136762565,3.828114261447145e-08,0.012592723625631266,69000000000.0,Verre
21,0.48248678351865415,7800,0.04603855839448086,0.04172149247363868,0.001920797367552508,3.3926865573723676e-07,0.02297556111993591,203000000000.0,Acier inoxydable
28,0.44836798387938914,8900,0.011397614131565585,0.02500915987182223,0.00028504475397366397,3.085742670116043e-09,0.016013142281406757,124000000000.0,Cuivre
10,0.5781535018793004,7800,0.04725171579697496,0.019621105941809408,0.0009271309215847149,1.7250233820555052e-07,0.057815350187930034,203000000000.0,Acier inoxydable
25,0.9754894317227945,4510,0.030763846653602548,0.029046468503331733,0.0008935811028651937,7.047482492049462e-08,0.03901957726891178,114000000000.0,Titane
37,0.40395469667920614,7850,0.010453062307165011,0.03038647968605612,0.00031763176545374853,2.8922095819731766e-09,0.010917694504843409,210000000000.0,Acier de construction
26,0.9719460316651813,7800,0.04407452613282986,0.08670717866413906,0.0038215778119365445,6.186382435066715e-07,0.03738253967943005,203000000000.0,Acier inoxydable
21,0.5960997385823904,7850,0.012062925878471329,0.025282229036261792,0.0003049776549069616,3.6982144667240166e-09,0.028385701837256687,210000000000.0,Acier de construction
42,0.46272853916013146,2700,0.022830993222661345,0.03647956669738483,0.0008328647400336156,3.617785722455186e-08,0.01101734617047932,69000000000.0,Aluminium
31,0.1622930399918112,2700,0.007990692217562212,0.007875743385444384,6.29326413775875e-05,3.34860190581369e-10,0.0052352593545745545,69000000000.0,Aluminium
26,0.6401110893815215,7800,0.04770773596912299,0.049113881296417555,0.002343112081308337,4.4441573927157433e-07,0.024619657283904674,203000000000.0,Acier inoxydable
26,0.5823762813040416,8900,0.020848837636530046,0.03991586062094569,0.00083219929720846,3.014461857848845e-08,0.022399087742463138,124000000000.0,Cuivre
20,0.3749965761483848,2400,0.028080669640048173,0.03707615883941246,0.0010411233678914932,6.84125641902072e-08,0.01874982880741924,30000000000.0,Beton
12,0.5195627262150563,2500,0.008246218988175702,0.042737063015894375,0.00035241918054052977,1.997045770481507e-09,0.04329689385125469,69000000000.0,Verre
44,0.15554151202004723,4510,0.00367312156727597,0.009247335699838372,3.396658819891735e-05,3.818926362975649e-11,0.0035350343640919825,114000000000.0,Titane
28,0.23693640164491195,4510,0.01581082870612196,0.016215682821264534,0.000256383383439818,5.340942416297766e-09,0.00846201434446114,114000000000.0,Titane
12,0.7834536585162097,2500,0.055359028765239134,0.023222824445294638,0.0012855930064771643,3.283213912772822e-07,0.06528780487635082,69000000000.0,Verre
24,0.4580458199872244,2500,0.03634950112454955,0.010656237181359607,0.0003873489054072978,4.2649897974694886e-08,0.01908524249946768,69000000000.0,Verre
25,0.4226504341415205,2400,0.024316022837044586,0.011399221484095376,0.00027718372993179244,1.3657511463195018e-08,0.01690601736566082,30000000000.0,Beton
43,0.7130937234066327,7800,0.014308390293693381,0.023867558565114563,0.0003415063433072435,5.8263837387965875e-09,0.016583574962944946,203000000000.0,Acier inoxydable
14,0.7347383809807227,8900,0.047598727391532945,0.06556540682434325,0.0031208299257468684,5.892227934841463e-07,0.05248131292719448,124000000000.0,Cuivre
38,0.6231104107993444,2700,0.05989201985890433,0.030532885089330143,0.0018286761601198048,5.466300177576697e-07,0.01639764238945643,69000000000.0,Aluminium
15,0.5445956502761066,2700,0.03773573998150168,0.051521770409114286,0.0019442121315449642,2.3071091635326467e-07,0.03630637668507377,69000000000.0,Aluminium
10,0.5795907196653486,4510,0.051283724046952306,0.05566632297864542,0.002854776346345372,6.256766576375325e-07,0.05795907196653486,114000000000.0,Titane
49,0.4746158242179519,7800,0.02350340623253774,0.01069450348598612,0.0002513572598864228,1.1571024184054913e-08,0.009686037228937794,203000000000.0,Acier inoxydable
34,0.6447454669861279,2400,0.042110834645050485,0.02904527603928921,0.0012231208165103548,1.8074896125836187e-07,0.01896310197018023,30000000000.0,Beton
37,0.2896162912657969,2400,0.008106707782927977,0.016228552591301258,0.0001315601335975579,7.204968674377257e-10,0.007827467331508025,30000000000.0,Beton
34,0.7378028144847893,2700,0.0337325707944758,0.014189968774380918,0.00047866412625320533,4.5388780589648255e-08,0.021700082778964392,69000000000.0,Aluminium
49,0.34996333147709113,2500,0.004487216270514039,0.0258065605687286,0.00011579961847000501,1.9430316995420084e-10,0.007142108805654921,69000000000.0,Verre
29,0.20256557463064354,2400,0.005563764698081956,0.008957538888400654,4.983763864897984e-05,1.2856232563450025e-10,0.006985019814849777,30000000000.0,Beton
33,0.4447431342024937,2400,0.012170055199514269,0.01666753056275277,0.00020284476698829236,2.503615653612506e-09,0.013477064672802838,30000000000.0,Beton
10,0.6146560734256887,2400,0.05930660888327278,0.06142754779756361,0.003643059551888649,1.0678031768502246e-06,0.061465607342568875,30000000000.0,Beton
44,0.7956833792768618,8900,0.03937471560804487,0.02634464607049696,0.0010373129468204145,1.3401808637526249e-07,0.018083713165383222,124000000000.0,Cuivre
10,0.5407335742295059,2400,0.014601359469503285,0.00707628351655361,0.00010332335933332006,1.8357090869302709e-09,0.05407335742295059,30000000000.0,Beton
25,0.8480671552723572,2700,0.04735984782111264,0.07247139349010838,0.003432234167075506,6.415289519474317e-07,0.03392268621089429,69000000000.0,Aluminium
12,0.16055579793198452,2700,0.003769372312142187,0.01578380506012118,5.9495037773870524e-05,7.044295580818525e-11,0.013379649827665376,69000000000.0,Aluminium
29,0.2581530558733195,7800,0.009713462472602042,0.0026056679775639485,2.5310058116128273e-05,1.9900318608296756e-10,0.008901829512873086,203000000000.0,Acier inoxydable
19,0.802046853314759,7850,0.07720205423355316,0.057087147968088205,0.004407245093471219,2.1889894565442526e-06,0.04221299227972416,210000000000.0,Acier de construction
35,0.8102599300000504,2500,0.02170506022412207,0.02765744785625649,0.0006003065713655629,2.3567517693759978e-08,0.023150283714287154,69000000000.0,Verre
26,0.6139573134756633,7800,0.023872811894188238,0.03473319058193699,0.0008291789252475722,3.937985941381355e-08,0.02361374282598705,203000000000.0,Acier inoxydable
49,0.9007375431449912,8900,0.029986169764813175,0.04291115477331395,0.0012867411718367652,9.641662873276362e-08,0.018382398839693698,124000000000.0,Cuivre
30,0.9947163043864405,2500,0.07256583406281464,0.011083251017161504,0.0008042653541878633,3.529250601527867e-07,0.033157210146214686,69000000000.0,Verre
39,0.9579282576558201,8900,0.048728508163510154,0.04461359848625539,0.0021739540980410597,4.3016528077807364e-07,0.0245622630168159,124000000000.0,Cuivre
36,0.11895952318589262,2700,0.008623695030373616,0.008357458408831809,7.207217254679705e-05,4.4665597388888953e-10,0.0033044311996081282,69000000000.0,Aluminium
33,0.9053070403548726,2700,0.04286939624484933,0.08916781621788078,0.0038225704457322336,5.854219283629551e-07,0.027433546677420383,69000000000.0,Aluminium
25,0.3100044806268533,7850,0.02428292316628929,0.015609762177743172,0.000379050655606186,1.862592875794321e-08,0.012400179225074132,210000000000.0,Acier de construction
42,0.8460793772876355,2500,0.05809851758896311,0.036716556710016265,0.0021331775158230414,6.000339921585323e-07,0.020144747078277035,69000000000.0,Verre
16,0.6673127830165635,7800,0.055140008080009795,0.01786918759996709,0.0009853071486453963,2.4964567039440483e-07,0.04170704893853522,203000000000.0,Acier inoxydable
31,0.6500671984782169,7850,0.010884254742330658,0.05178523851420074,0.0005636437278809137,5.564431853443404e-09,0.020969909628329578,210000000000.0,Acier de construction
41,0.5263623643533875,7800,0.020929306005197327,0.015140456624020415,0.0003168792497425401,1.1567039288642977e-08,0.012838106447643596,203000000000.0,Acier inoxydable
27,0.7013625818742272,8900,0.033432421248101224,0.016604633628796484,0.0005551331061483117,5.170726208677265e-08,0.025976391921267675,124000000000.0,Cuivre
25,0.8906373035986006,4510,0.02241483287933987,0.042630118278330964,0.0009555469768352805,4.0007536226147534e-08,0.035625492143944025,114000000000.0,Titane
15,0.44505539506739333,7850,0.007679167921778256,0.030096974480144117,0.00023111972097050151,1.1357535094502972e-09,0.029670359671159555,210000000000.0,Acier de construction
45,0.7085732574357965,4510,0.01559150438548118,0.062201820545489825,0.000969819957819918,1.964653261475139e-08,0.015746072387462142,114000000000.0,Titane
22,0.7141366981639441,7800,0.06975908537414753,0.04111066804465184,0.0028678426019151065,1.1629890388930175e-06,0.032460759007452,203000000000.0,Acier inoxydable
