NbElts,L_tot,rho,r_ext,r_int,S,I,L,E,Mat
20,0.50573889679008,7800,0.007379591253041345,0.004153901859377253,0.00011687813674484939,2.0954282777291467e-09,0.025286944839504,203000000000.0,Acier inoxydable
34,0.941872470873755,8900,0.05829751569902481,0.014148790848452128,0.010048107812642844,9.040254010036051e-06,0.027702131496286912,124000000000.0,Cuivre
14,0.11948158350883169,7850,0.003109359013522097,0.0020739671624707937,1.6860216779020185e-05,5.888200258719626e-11,0.008534398822059407,210000000000.0,Acier de construction
22,0.10319877521899667,7800,0.007226691170496558,0.0007104806170262114,0.00016248405975270247,2.1419399425199845e-09,0.004690853419045304,203000000000.0,Acier inoxydable
25,0.11071341403701612,7800,0.004415675372179031,0.0024467399066191897,4.244810924290291e-05,2.7044459943727634e-10,0.004428536561480645,203000000000.0,Acier inoxydable
21,0.377994960355978,4510,0.0351975595936382,0.003514492178436189,0.0038532153706568764,1.2053048958998207e-06,0.017999760016951333,114000000000.0,Titane
20,0.5294986380035628,2500,0.05279179655429083,0.04754394967618577,0.0016541950328049896,2.0873463884993133e-06,0.02647493190017814,69000000000.0,Verre
30,0.5490832178187889,7850,0.04114401943381169,0.026926579337415456,0.0030404008871937702,1.8378242909688651e-06,0.018302773927292963,210000000000.0,Acier de construction
48,0.335812379818492,7850,0.008848149891712663,0.004964612477680555,0.00016852250520959467,4.336805906646193e-09,0.006996091246218583,210000000000.0,Acier de construction
15,0.1914251480248471,4510,0.01862338068318838,0.007258656590419168,0.0009240750141309845,9.229624360580822e-08,0.012761676534989807,114000000000.0,Titane
15,0.12528673596922296,2400,0.0012821830983534932,0.0008946886219006022,2.6500143544329535e-06,1.6194643356721182e-12,0.008352449064614863,30000000000.0,Beton
46,0.4349717295865164,4510,0.021774664575049552,0.003514665714543914,0.0014507345273099559,1.7644155835420128e-07,0.00945590716492427,114000000000.0,Titane
16,0.9866655836760315,8900,0.027352495865981877,0.021306279791798645,0.0009242611816407039,2.7776742467734277e-07,0.06166659897975197,124000000000.0,Cuivre
11,0.9846430078842112,2400,0.05442913836039289,0.005949741557655913,0.009195855375857797,6.892133888882709e-06,0.08951300071674648,30000000000.0,Beton
47,0.508282023313914,2700,0.03924528008317948,0.0018620831929396498,0.004827762886706188,1.8631053451489323e-06,0.010814511134338596,69000000000.0,Aluminium
50,0.12082733015639428,7800,0.007361914308213398,0.004491332314809464,0.00010689494042223723,1.9874401243007114e-09,0.0024165466031278856,203000000000.0,Acier inoxydable
21,0.2945722266027374,8900,0.01070915781934304,0.006087958401393296,0.0002438592926946727,9.251369161771944e-09,0.014027248885844638,124000000000.0,Cuivre
16,0.42685889784274333,7850,0.02435100136004769,0.01716907537972026,0.000936804449957775,2.0791166678585382e-07,0.02667868111517146,210000000000.0,Acier de construction
42,0.7525758043294916,4510,0.057177233578605755,0.026458560584209898,0.008071318934878141,8.009354345709209e-06,0.017918471531654562,114000000000.0,Titane
25,0.5836066638374419,2500,0.0463430716196119,0.026363000161850433,0.004563705284252422,3.2432976355587384e-06,0.023344266553497674,69000000000.0,Verre
47,0.9750829599316768,7850,0.055602291038824234,0.003342160643917239,0.009677502536687565,7.506801959011613e-06,0.020746445955993124,210000000000.0,Acier de construction
34,0.4301509806275723,2400,0.005954708501484768,0.0037329547634957776,6.761839014614055e-05,8.349773162489527e-10,0.012651499430222715,30000000000.0,Beton
21,0.39923880359248154,2500,0.023598316070799902,0.013062475034701346,0.001213447285524009,2.2069838717890925e-07,0.019011371599641978,69000000000.0,Verre
27,0.7930606113952633,8900,0.024493253578375736,0.009326940867260054,0.0016114097210825802,2.7672388529462153e-07,0.029372615236861604,124000000000.0,Cuivre
11,0.27654778643136085,7850,0.007791592190402943,0.00172193988577596,0.00018140759805990124,2.887736207160588e-09,0.02514070785739644,210000000000.0,Acier de construction
18,0.8123080068682222,8900,0.05095799285444739,0.0361139600922467,0.0040605051187861665,3.9599417854446544e-06,0.045128222603790125,124000000000.0,Cuivre
25,0.3980268121653858,2700,0.015532437956359408,0.001531751748451928,0.0007505590489618758,4.5709588789830746e-08,0.015921072486615433,69000000000.0,Aluminium
32,0.5313580893761752,7800,0.03319915933928847,0.012034985749995904,0.003007582674576732,9.376327434386846e-07,0.016604940293005476,203000000000.0,Acier inoxydable
47,0.622734103392307,7800,0.05164249219895008,0.030622021028994983,0.005432564000289812,4.8956299807852505e-06,0.013249661774304403,203000000000.0,Acier inoxydable
22,0.6415106597025315,2400,0.028495677509178585,0.007616276885219544,0.002368748178557743,5.15209426649106e-07,0.029159575441024158,30000000000.0,Beton
22,0.5020079077678228,8900,0.01701377755028091,0.014160914567547651,0.0002794042189745481,3.422702575971691e-08,0.022818541262173763,124000000000.0,Cuivre
31,0.24081756348850383,8900,0.011805386608897678,0.0035814860193744574,0.00039753748272054057,1.5125724300439344e-08,0.007768308499629156,124000000000.0,Cuivre
35,0.9207283595567523,2500,0.062258980932099826,0.012745417015805848,0.011667042756103663,1.177970660920887e-05,0.02630652455876435,69000000000.0,Verre
18,0.5437161339285781,8900,0.02768552510198584,0.004814640495113537,0.002335169497834316,4.6100277748280235e-07,0.030206451884921007,124000000000.0,Cuivre
25,0.2644363120899553,2700,0.023257895998548838,0.017540207309043595,0.00073284200070493,1.5547034161598808e-07,0.010577452483598213,69000000000.0,Aluminium
10,0.18284985381552898,8900,0.010904817435113762,0.003193157204107719,0.00034155015311162004,1.1024495748377482e-08,0.018284985381552897,124000000000.0,Cuivre
22,0.3886848099414617,2400,0.025844852104824737,0.0201900097027741,0.0008178190493645044,2.199100850447718e-07,0.01766749136097553,30000000000.0,Beton
43,0.603058293374923,8900,0.022045808270873837,0.010913364787812943,0.0011527010226518636,1.7438037823810197e-07,0.014024611473835418,124000000000.0,Cuivre
19,0.1516868951724055,8900,0.00602670914638686,0.0002480693049153876,0.00011391315924810973,1.036118826591295e-09,0.007983520798547658,124000000000.0,Cuivre
47,0.6732432860506081,8900,0.01636097782346127,0.0005304261685353598,0.0008400626402949003,5.627641524412198e-08,0.014324325235119322,124000000000.0,Cuivre
35,0.39358759025808954,2500,0.03898547242234438,0.02877799308502992,0.002173021335542068,1.2755852248382646e-06,0.0112453597216597,69000000000.0,Verre
17,0.9660986431267623,2700,0.05094074663985502,0.034261010393067726,0.004464651890363984,4.2065687828111655e-06,0.05682933194863308,69000000000.0,Aluminium
26,0.39468736563018725,2500,0.028906744795371822,0.0007120257424402404,0.002623521763708839,5.483861460488935e-07,0.01518028329346874,69000000000.0,Verre
23,0.5415331975975651,2400,0.03358199709279093,0.005062401009941033,0.0034624203412846753,9.983702366670997e-07,0.023544921634676745,30000000000.0,Beton
12,0.452061280935121,7850,0.0256365030201208,0.0067899502985893125,0.0019199116602067708,3.3758464874715263e-07,0.03767177341126008,210000000000.0,Acier de construction
25,0.5338918180194938,4510,0.01046505013232304,0.008464284933083644,0.00011898202502494659,5.38873736970562e-09,0.02135567272077975,114000000000.0,Titane
16,0.3285080842831901,7850,0.013233492263903327,0.011875082287652931,0.00010715261963483965,8.468884893766365e-09,0.020531755267699382,210000000000.0,Acier de construction
28,0.1285691739237746,2400,0.006944079291856717,0.000692223053684167,0.00014998297736808583,1.826020625754113e-09,0.004591756211563379,30000000000.0,Beton
40,0.9483316952910142,2400,0.023471831029887223,0.003831297458193244,0.0016846728140036203,2.382151332353218e-07,0.023708292382275356,30000000000.0,Beton
47,0.14453589773572945,7800,0.01124302110003954,0.007849431819794014,0.0002035498939072504,9.567817134833245e-09,0.0030752318667176476,203000000000.0,Acier inoxydable
20,0.4405738702144083,4510,0.018229756348409305,0.006447457871832511,0.0009134315839170454,8.538158539563507e-08,0.022028693510720416,114000000000.0,Titane
33,0.41038371982558597,8900,0.017239899822564048,0.0004034922317171008,0.000933214307203364,6.937910653012576e-08,0.01243587029774503,124000000000.0,Cuivre
32,0.5562059039659648,2700,0.019275904967567477,0.004561394080231862,0.0011019268065114208,1.0808988151520927e-07,0.0173814344989364,69000000000.0,Aluminium
34,0.7510979437252919,4510,0.03906970456768451,0.010911537133432648,0.004421415210394229,1.8188635040698131e-06,0.02209111599192035,114000000000.0,Titane
24,0.409019325449839,2500,0.010006192087679298,0.0008186746758577406,0.0003124428620894952,7.87309992134817e-09,0.01704247189374329,69000000000.0,Verre
49,0.3677686537654875,8900,0.021089893721470507,0.01146128854973924,0.0009846457668033868,1.4182462287997487e-07,0.007505482729907908,124000000000.0,Cuivre
23,0.8994251143676866,8900,0.01957294072153315,0.01150347327499702,0.0007878175387719074,1.0151617996440709e-07,0.03910543975511681,124000000000.0,Cuivre
11,0.9406479409810864,7850,0.07884871592969252,0.06287507404768058,0.007112079032169602,1.8083163150881473e-05,0.08551344918009876,210000000000.0,Acier de construction
23,0.7986043339386469,2500,0.039927485347358974,0.012347323869842431,0.004529383917985904,1.9778239866923634e-06,0.03472192756254987,69000000000.0,Verre
48,0.2961717190762884,2400,0.015218166497339945,0.005366372847495852,0.0006370981323694311,4.1473583126236424e-08,0.006170244147422676,30000000000.0,Beton
50,0.14903393513292348,2500,0.009159381456660511,0.004505376817831866,0.0001997922501258402,5.2042229424597844e-09,0.0029806787026584697,69000000000.0,Verre
13,0.43552338399223234,4510,0.005403977687144217,0.0037259196579896006,4.8130762537841e-05,5.18433916457845e-10,0.033501798768633254,114000000000.0,Titane
48,0.6321893473073364,8900,0.04298546049841812,0.026200077760647294,0.00364834958008991,2.3114063026315124e-06,0.013170611402236175,124000000000.0,Cuivre
44,0.18080903218542793,7850,0.004744484342632014,0.0026251008238963435,4.9068464473769896e-05,3.606689895542559e-10,0.004109296186032453,210000000000.0,Acier de construction
20,0.8548010080307273,2700,0.07188773048301231,0.0430834819474316,0.010403884770865757,1.826930543677657e-05,0.04274005040153637,69000000000.0,Aluminium
33,0.9839464919212944,7800,0.047847984718679785,0.008549808536021612,0.0069628073516908836,4.112458342049291e-06,0.029816560361251344,203000000000.0,Acier inoxydable
18,0.7760207010715836,7850,0.018323695697442827,0.01307670434707291,0.0005176013519624048,6.557465914421333e-08,0.04311226117064353,210000000000.0,Acier de construction
20,0.3423064484598717,2500,0.033247018272070564,0.028304383596187338,0.0009557544595005643,4.555370318986099e-07,0.017115322422993583,69000000000.0,Verre
39,0.7658185935262853,7850,0.04826720738815936,0.005968585023056104,0.007207125513373257,4.261838747695811e-06,0.019636374192981674,210000000000.0,Acier de construction
23,0.4446404577060761,2700,0.031271570200875155,0.022882501511455454,0.0014272325401297457,5.357545431533357e-07,0.019332193813307655,69000000000.0,Aluminium
47,0.3194979719560253,7850,0.009600660112010613,0.005333816825056696,0.0002001919369425439,6.0369017932194606e-09,0.00679782919055373,210000000000.0,Acier de construction
17,0.8521712445524435,2700,0.03895484677234978,0.0035806874750970836,0.004727024919967927,1.8084432248576029e-06,0.0501277202677908,69000000000.0,Aluminium
46,0.5004685152469363,7850,0.042990520455170364,0.022135138884898962,0.004266975467951457,2.494206343161849e-06,0.010879750331455136,210000000000.0,Acier de construction
37,0.27650451931462056,2400,0.003935244264510167,0.0013059422886466873,4.3293227003724066e-05,1.8607031407349957e-10,0.007473095116611366,30000000000.0,Beton
48,0.2663935326278479,7800,0.005601166352413447,0.0048552381890809015,2.4503563895578898e-05,3.3659567038835344e-10,0.005549865263080164,203000000000.0,Acier inoxydable
23,0.3255220391896312,7850,0.0189138964428937,0.013275872321755294,0.0005701572606644366,7.611375137929856e-08,0.014153132138679617,210000000000.0,Acier de construction
33,0.4274097693230897,2400,0.02875562971430096,0.02423112800687256,0.0007531612626135041,2.662488714411914e-07,0.01295181119160878,30000000000.0,Beton
38,0.7818317155432873,8900,0.055132351546309126,0.025856988426465267,0.007448692106190051,6.905235599976583e-06,0.02057451883008651,124000000000.0,Cuivre
28,0.11977596012880222,8900,0.011425555266578345,0.005888011123960621,0.00030119905888940744,1.2440423836669655e-08,0.004277712861742936,124000000000.0,Cuivre
35,0.7453810915423142,7800,0.053876347151298985,0.012829973718779237,0.008601845797405668,6.596043756476833e-06,0.02129660261549469,203000000000.0,Acier inoxydable
31,0.5736251597069915,7800,0.021456482072521838,0.0035796211593737376,0.001406072995877331,1.6633643547490226e-07,0.01850403740990295,203000000000.0,Acier inoxydable
49,0.9129246838372609,7850,0.02449233767615217,0.014611130150260245,0.0012138783535982274,2.468299422139406e-07,0.018631115996678795,210000000000.0,Acier de construction
41,0.6411886279886497,2700,0.014467258066187476,0.0035706041323511546,0.0006174873939360307,3.4278387794970635e-08,0.015638747024113407,69000000000.0,Aluminium
20,0.10269635951225964,4510,0.005583278722765255,0.0038425616588034584,5.154637636640381e-05,5.919879856390575e-10,0.005134817975612982,114000000000.0,Titane
22,0.8396720870020199,2400,0.06650280142276141,0.04665845622539485,0.007054795208093359,1.1639766816655361e-05,0.03816691304554636,30000000000.0,Beton
31,0.24610328111383453,2400,0.019272436576780804,0.01464492315341041,0.0004930825093698734,7.222433276884523e-08,0.007938815519801114,30000000000.0,Beton
33,0.9828152505298989,2500,0.08238697578789135,0.0567132998127279,0.011219304077047201,2.8059513589700184e-05,0.029782280319087848,69000000000.0,Verre
45,0.6938296037998628,2400,0.04963595334379883,0.0026169622140298954,0.007718514189344165,4.7672946640956565e-06,0.01541843563999695,30000000000.0,Beton
33,0.2270700164503825,7850,0.022214513741761456,0.011774500044026966,0.00111478086260642,1.7616978736690623e-07,0.00688090958940553,210000000000.0,Acier de construction
28,0.7809130321873425,8900,0.05744601280993367,0.030895601271223833,0.007368625077809652,7.837605947251022e-06,0.027889751149547948,124000000000.0,Cuivre
45,0.20560501796773212,2400,0.008227229942319045,0.0039824258908521554,0.0001628211965673489,3.4008067875008698e-09,0.004569000399282936,30000000000.0,Beton
23,0.3198008584546464,2400,0.015975823401204906,0.006259003370141472,0.0006787467795904292,4.995611194430088e-08,0.013904385150202017,30000000000.0,Beton
26,0.3678319346421264,2700,0.029958149364304507,0.007008542329312699,0.0026652362511366203,6.30735074397105e-07,0.014147382101620245,69000000000.0,Aluminium
30,0.7533769513614522,8900,0.012099014886391934,0.0014073902640739553,0.0004536629873391505,1.682714374177737e-08,0.02511256504538174,124000000000.0,Cuivre
14,0.8052595486117972,4510,0.08029185447345362,0.04808399828103904,0.012989577715182636,2.844344973820006e-05,0.05751853918655694,114000000000.0,Titane
46,0.42264784589419335,7800,0.031722603586763314,0.017993350492207787,0.0021443346437357764,7.13036428868247e-07,0.009187996649873768,203000000000.0,Acier inoxydable
33,0.8349195122936184,2500,0.01714147138312356,0.005558741824400293,0.0008260203088894701,6.705832183142503e-08,0.0253005912816248,69000000000.0,Verre
12,0.296313985062572,8900,0.018606833763853615,0.0010961769461804642,0.0010838892343391956,9.41400794151187e-08,0.024692832088547667,124000000000.0,Cuivre
38,0.3771590979012265,8900,0.0079530562508986,0.006084131372697857,8.241795278253888e-05,2.0659658420932564e-09,0.009925239418453328,124000000000.0,Cuivre
25,0.5662198425491041,4510,0.03351580605862599,0.02420596789482563,0.0016882302352488681,7.213968757355583e-07,0.022648793701964164,114000000000.0,Titane
50,0.79799103348654,8900,0.013704657623709492,0.009932183237419815,0.00028013385883317977,2.0062199809063423e-08,0.015959820669730798,124000000000.0,Cuivre
45,0.5679553880396964,2400,0.020567789837420504,0.006864105405831067,0.0011809813395393114,1.3880957111342517e-07,0.012621230845326585,30000000000.0,Beton
12,0.863329994127852,7800,0.02354224166951963,0.016671405329980266,0.0008680264080457645,1.8058701299005263e-07,0.07194416617732101,203000000000.0,Acier inoxydable
44,0.5662074324087046,7850,0.02916140925074743,0.0035342295107869282,0.0026323310950224854,5.678455212624134e-07,0.012868350736561469,210000000000.0,Acier de construction
28,0.36950394045700874,7800,0.0342836524483152,0.020022843052452888,0.002433020823131272,9.587823825674107e-07,0.013196569302036026,203000000000.0,Acier inoxydable
42,0.23023814827282324,2700,0.013684260511108607,0.004132607149337886,0.0005346379464534329,2.731163566712523e-08,0.005481860673162458,69000000000.0,Aluminium
22,0.5023226094606185,2500,0.0413461785375719,0.0035724338057296985,0.005330479102319677,2.295129412380184e-06,0.022832845884573568,69000000000.0,Verre
19,0.24228213494725415,4510,0.02095340980544457,0.0024569877137577837,0.0013603366173783457,1.5136539377255157e-07,0.012751691313013376,114000000000.0,Titane
38,0.2502607386872902,2400,0.0050110180255338085,0.0011056833748627625,7.50456299462347e-05,4.940410923197999e-10,0.0065858089128234265,30000000000.0,Beton
16,0.6980256487599933,8900,0.05543676045406877,0.031686418403824586,0.0065006001641583315,6.626164978326389e-06,0.04362660304749958,124000000000.0,Cuivre
25,0.12293426533035366,2500,0.010023742654722001,0.008352325475185943,9.649111541235323e-05,4.106583657494729e-09,0.004917370613214147,69000000000.0,Verre
42,0.6679114390135662,8900,0.021395747641033296,0.0004214214956068227,0.001437594121024585,1.6458857430510167e-07,0.015902653309846814,124000000000.0,Cuivre
47,0.4292349019678965,2400,0.013847470197939495,0.004333661346885071,0.0005434069682443466,2.8601281814817637e-08,0.009132657488678649,30000000000.0,Beton
15,0.2873467558247496,7850,0.02007744497043705,0.015268667989218594,0.0005339814493785424,8.493455785385469e-08,0.01915645038831664,210000000000.0,Acier de construction
19,0.6297244391047218,7850,0.010252442167142396,0.001475748073038362,0.00032337901674875716,8.673866238235602e-09,0.03314339153182746,210000000000.0,Acier de construction
40,0.5670829318987204,4510,0.02206473690903115,0.0017265994808322133,0.001520127052598568,1.861523877031879e-07,0.01417707329746801,114000000000.0,Titane
41,0.45858791899831974,2400,0.00961926699618879,0.005054848609007366,0.00021042011571487907,6.211696084322893e-09,0.01118507119508097,30000000000.0,Beton
36,0.39689794589403615,4510,0.03346510840980173,0.0172774097991737,0.0025805186303165077,9.150663380209017e-07,0.011024942941501005,114000000000.0,Titane
19,0.37986078296752,8900,0.03491767949877489,0.029083200915527272,0.001173107661100515,6.056393880447757e-07,0.01999267278776421,124000000000.0,Cuivre
20,0.3633660414512915,4510,0.02429328852337673,0.003286937155852409,0.0018201128414810988,2.734573130564948e-07,0.018168302072564573,114000000000.0,Titane
26,0.6742027163835831,7800,0.061145429543370995,0.020191475195792462,0.010464858391290117,1.0848027152741508e-05,0.02593087370706089,203000000000.0,Acier inoxydable
39,0.7912214023631272,2400,0.020275750425508186,0.005153816751882627,0.0012080813223107852,1.3218459853459228e-07,0.02028772826572121,30000000000.0,Beton
29,0.4814828488715933,7850,0.005715905101970557,0.0027172547009400973,7.944490297844772e-05,7.955422759507137e-10,0.016602856857641148,210000000000.0,Acier de construction
47,0.44536486706213096,2700,0.014436481819839508,0.00976926787680316,0.00035491644271641685,2.696039371103403e-08,0.009475848235364489,69000000000.0,Aluminium
29,0.8256248736848069,2500,0.07578897322628445,0.04534021108890058,0.011586927962956286,2.259364979010944e-05,0.02846982323051058,69000000000.0,Verre
15,0.631497846012328,2500,0.05939303193905053,0.006647510908929351,0.010943244281195448,9.771555614221332e-06,0.04209985640082186,69000000000.0,Verre
14,0.42025712347179434,2500,0.016761572709061992,0.013901959769610218,0.0002754731726889606,3.2658364225416554e-08,0.030018365962271025,69000000000.0,Verre
47,0.7915779590344798,2500,0.009054776541518601,0.004467270191826301,0.0001948807685295659,4.966803430294839e-09,0.016842084234776167,69000000000.0,Verre
43,0.21975397048959655,2400,0.016040563235455597,0.0026339030103135134,0.0007865361231612931,5.195800880597256e-08,0.005110557453246432,30000000000.0,Beton
12,0.9105931110963352,2700,0.0650573442386044,0.05204142883053142,0.004788251294768051,8.308535764555348e-06,0.07588275925802794,69000000000.0,Aluminium
50,0.8446375860953792,7850,0.07592906044343548,0.025885869976969653,0.016006866819136073,2.5752249448277796e-05,0.016892751721907583,210000000000.0,Acier de construction
15,0.6142845329577072,2700,0.037843468669875945,0.03171709823656916,0.001338801648697912,8.160338920990266e-07,0.04095230219718048,69000000000.0,Aluminium
23,0.3740061934170129,4510,0.026935566784779822,0.017865476423080714,0.0012765846360142793,3.33411994175158e-07,0.016261138844217954,114000000000.0,Titane
14,0.9425837351573835,4510,0.08781052226256955,0.07133948869788875,0.008235261567827843,2.6352858568113893e-05,0.06732740965409882,114000000000.0,Titane
17,0.13926676843757402,7850,0.004750768535287845,0.002708300012496372,4.786188987355737e-05,3.5782375245166885e-10,0.00819216284926906,210000000000.0,Acier de construction
20,0.32805759287009717,7850,0.005260317221145019,0.003960744280203832,3.7647093395611036e-05,4.0807973964421455e-10,0.01640287964350486,210000000000.0,Acier de construction
15,0.18809357520155837,2500,0.010844821751458606,0.007586931057037855,0.00018864835357954406,8.261462335916128e-09,0.012539571680103891,69000000000.0,Verre
19,0.2388877651071125,4510,0.011919399837900803,0.005591773738627209,0.00034810153175000966,1.5084982144505935e-08,0.012573040268795395,114000000000.0,Titane
16,0.35262648428929444,7850,0.031302116507363136,0.01816822660405892,0.0020412122529205566,6.684495320794544e-07,0.022039155268080902,210000000000.0,Acier de construction
38,0.9532949308589818,4510,0.08117031837010268,0.06927642379818716,0.005621558637373285,1.6004357467002357e-05,0.02508670870681531,114000000000.0,Titane
47,0.7951041531445744,2700,0.04271277356824919,0.03795977512931386,0.0012046012853118156,9.833538397553843e-07,0.016917109641373922,69000000000.0,Aluminium
21,0.9668814302044327,2400,0.010796919782564536,0.007655520996029624,0.00018210705223592534,7.975400137764954e-09,0.04604197286687775,30000000000.0,Beton
31,0.92039547909462,4510,0.04963851409714354,0.02059070650795919,0.006408864367151686,4.627134824866761e-06,0.029690176744987744,114000000000.0,Titane
18,0.6993324004154349,2700,0.0078272361704367,0.005518181015993859,9.680913374058686e-05,2.2197353640109413e-09,0.03885180002307972,69000000000.0,Aluminium
33,0.7101883514519488,4510,0.05435869725725531,0.0052912960644452426,0.009195033772134745,6.856887899768706e-06,0.02152085913490754,114000000000.0,Titane
18,0.5539942466176233,2700,0.028570881902145413,0.006280788729916254,0.002440536782913332,5.221184329747046e-07,0.030777458145423518,69000000000.0,Aluminium
50,0.9526886228292023,2700,0.08900770446949664,0.06557074152487377,0.011381516779895523,3.477592176992432e-05,0.019053772456584045,69000000000.0,Aluminium
37,0.9390904184240695,2700,0.03542648365304714,0.0017272042438656323,0.003933438965815404,1.2370852174611146e-06,0.025380822119569445,69000000000.0,Aluminium
24,0.4725639210751028,4510,0.022449831867332463,0.009287734989473691,0.0013123467029095201,1.9365544780322877e-07,0.019690163378129285,114000000000.0,Titane
41,0.7250645716789718,4510,0.04196168526753369,0.004010044681127386,0.005481144783355967,2.4348115106425435e-06,0.017684501748267602,114000000000.0,Titane
24,0.6093481592913487,2500,0.018768049662069596,0.01531039330645087,0.0003701787158808497,5.429113521772222e-08,0.025389506637139528,69000000000.0,Verre
27,0.19459452331510524,2400,0.0024855714154048128,0.0015399469850736287,1.1958876269529986e-05,2.5560609079996378e-11,0.00720720456722612,30000000000.0,Beton
45,0.4215938664895308,2700,0.010645250737572751,0.00701343623862458,0.0002014799985053262,8.185611067149005e-09,0.00936875258865624,69000000000.0,Aluminium
22,0.16001293193033828,8900,0.0067995808791302195,0.003951572228342236,9.619361001671237e-05,1.4873750142680534e-09,0.007273315087742649,124000000000.0,Cuivre
49,0.7249864139209372,2700,0.055671129444807656,0.01940998761521492,0.00855307093058919,7.432666264069735e-06,0.01479564110042729,69000000000.0,Aluminium
41,0.27183724539953913,8900,0.024626198194127036,0.02059312660830906,0.000572940966983595,1.4760771249661562e-07,0.00663017671706193,124000000000.0,Cuivre
45,0.2504794681376734,4510,0.022105816876865577,0.012211512134565866,0.0010667155684407907,1.7008464215154804e-07,0.005566210403059409,114000000000.0,Titane
33,0.5863531973546405,2400,0.0436456084613535,0.017930993592872896,0.004974456262473308,2.768856561135891e-06,0.01776827870771638,30000000000.0,Beton
50,0.8033573711038572,8900,0.018057748722044045,0.006823270537911718,0.0008781545286769781,8.180872435325393e-08,0.016067147422077144,124000000000.0,Cuivre
12,0.9639443512512244,2500,0.08439413534351314,0.07591868770297973,0.004268553999771556,1.3751165089506984e-05,0.08032869593760203,69000000000.0,Verre
39,0.3010255065346042,2700,0.022739449712674335,0.0038843368254809704,0.0015770622354205105,2.0981655707619237e-07,0.007718602731656518,69000000000.0,Aluminium
